[2025-08-23 19:10:20.550] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 19:10:21.324] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 19:10:21.983] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"ct1wksqog4t3a6w7kt2fc4jys"}}
[2025-08-23 19:37:48.788] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":317,"TS":"2025-08-23T15:07:48.521","TID":49,"PID":1,"M":37,"S":32,"PLID":474605,"PLUUID":"6qj9kdcrum9mqla72ytoojje1","PN":"M. Gr\u00fcll","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":31.7,"Y":41.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[]}}}
[2025-08-23 19:37:49.808] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":318,"TS":"2025-08-23T15:07:48.759","TID":1,"PID":1,"M":37,"S":32,"PLID":474605,"PLUUID":"6qj9kdcrum9mqla72ytoojje1","PN":"M. Gr\u00fcll","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":31.7,"Y":41.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["29"]},{"I":141,"V":["46.5"]},{"I":212,"V":["4.585416"]},{"I":213,"V":["2.237329"]},{"I":318,"V":["0.00000653"]}]}}}
[2025-08-23 19:37:50.119] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":355,"TS":"2025-08-23T15:07:49.684","TID":8,"PID":1,"M":37,"S":33,"PLID":551050,"PLUUID":"elwm97xvha0y0t8yqx5sur9ck","PN":"H. Larsson","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":72.6,"Y":60.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-23 19:37:50.216] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":319,"TS":"2025-08-23T15:07:49.351","TID":1,"PID":1,"M":37,"S":32,"PLID":96601,"PLUUID":"26nfmfc8p2doisd9p8vtd33dh","PN":"L. Bittencourt","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":27,"Y":47.3,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.8"]},{"I":141,"V":["42.1"]},{"I":212,"V":["7.042116"]},{"I":213,"V":["5.757135"]}]}}}
[2025-08-23 19:37:51.797] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":356,"TS":"2025-08-23T15:07:50.853","TID":1,"PID":1,"M":37,"S":34,"PLID":554087,"PLUUID":"4a59itr8bwm9auhz9f2dno104","PN":"C. Uzun","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":73.8,"Y":58.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["70.0"]},{"I":141,"V":["50.7"]},{"I":212,"V":["6.475346"]},{"I":213,"V":["4.048501"]},{"I":318,"V":["0.00379399"]}]}}}
[2025-08-23 19:37:52.187] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":357,"TS":"2025-08-23T15:07:51.590","TID":49,"PID":1,"M":37,"S":35,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":70,"Y":50.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[]}}}
[2025-08-23 19:37:52.662] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":358,"TS":"2025-08-23T15:07:51.764","TID":1,"PID":1,"M":37,"S":35,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":70,"Y":50.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["67.1"]},{"I":141,"V":["53.6"]},{"I":212,"V":["3.627783"]},{"I":213,"V":["2.566893"]},{"I":318,"V":["0.00210245"]}]}}}
[2025-08-23 19:37:56.601] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":359,"TS":"2025-08-23T15:07:52.390","TID":1,"PID":1,"M":37,"S":35,"PLID":551050,"PLUUID":"elwm97xvha0y0t8yqx5sur9ck","PN":"H. Larsson","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":67.1,"Y":53.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["70.5"]},{"I":141,"V":["76.0"]},{"I":212,"V":["15.64477"]},{"I":213,"V":["1.340577"]},{"I":318,"V":["0.00179314"]}]}}}
[2025-08-23 19:38:01.032] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":360,"TS":"2025-08-23T15:07:56.260","TID":1,"PID":1,"M":37,"S":39,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":76,"Y":73.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["63.9"]},{"I":141,"V":["69.0"]},{"I":212,"V":["13.11757"]},{"I":213,"V":["3.393061"]},{"I":318,"V":["0.00114511"]}]}}}
[2025-08-23 19:38:03.595] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":361,"TS":"2025-08-23T15:08:00.708","TID":1,"PID":1,"M":37,"S":44,"PLID":551050,"PLUUID":"elwm97xvha0y0t8yqx5sur9ck","PN":"H. Larsson","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":58.9,"Y":68.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["69.1"]},{"I":141,"V":["79.0"]},{"I":212,"V":["12.90966"]},{"I":213,"V":["0.5923854"]},{"I":318,"V":["0.00094546"]}]}}}
[2025-08-23 19:38:04.606] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":362,"TS":"2025-08-23T15:08:03.268","TID":1,"PID":1,"M":37,"S":46,"PLID":465189,"PLUUID":"8qlz4omhgfnzyb2cgeou7xn56","PN":"A. Theate","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":68.8,"Y":78.1,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["73.0"]},{"I":141,"V":["52.5"]},{"I":212,"V":["17.95791"]},{"I":213,"V":["4.960501"]}]}}}
[2025-08-23 19:38:06.618] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":320,"TS":"2025-08-23T15:08:05.351","TID":1,"PID":1,"M":37,"S":48,"PLID":96601,"PLUUID":"26nfmfc8p2doisd9p8vtd33dh","PN":"L. Bittencourt","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":22.5,"Y":60,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28"]},{"I":141,"V":["50.5"]},{"I":212,"V":["8.665"]},{"I":213,"V":["5.441859"]},{"I":318,"V":["0.0000051"]}]}}}
[2025-08-23 19:38:06.920] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":321,"TS":"2025-08-23T15:08:06.359","TID":49,"PID":1,"M":37,"S":49,"PLID":474605,"PLUUID":"6qj9kdcrum9mqla72ytoojje1","PN":"M. Gr\u00fcll","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":28.5,"Y":50.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[]}}}
[2025-08-23 19:38:08.416] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":322,"TS":"2025-08-23T15:08:06.967","TID":1,"PID":1,"M":37,"S":50,"PLID":474605,"PLUUID":"6qj9kdcrum9mqla72ytoojje1","PN":"M. Gr\u00fcll","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":28.5,"Y":50.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["35.5"]},{"I":141,"V":["61.5"]},{"I":212,"V":["10.63327"]},{"I":213,"V":["0.8076108"]},{"I":318,"V":["0.00001403"]}]}}}
[2025-08-23 19:38:08.835] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":323,"TS":"2025-08-23T15:08:08.55","TID":3,"PID":1,"M":37,"S":51,"PLID":228564,"PLUUID":"b4q9q0qgmtz959rygieg9ln1l","PN":"R. Schmid","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":35.2,"Y":61.5,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 19:38:10.458] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":363,"TS":"2025-08-23T15:08:08.213","TID":7,"PID":1,"M":37,"S":51,"PLID":492942,"PLUUID":"dchp4ud6043gahy06jrm7q6i2","PN":"N. Collins","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":71.1,"Y":53.1,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 19:38:11.618] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":364,"TS":"2025-08-23T15:08:10.213","TID":1,"PID":1,"M":37,"S":53,"PLID":205252,"PLUUID":"7o11dzx2cccrslutrjl16ik89","PN":"R. Doan","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":68.7,"Y":40.4,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["63.0"]},{"I":141,"V":["33.9"]},{"I":212,"V":["7.440203"]},{"I":213,"V":["3.777701"]},{"I":318,"V":["0.00095154"]}]}}}
[2025-08-23 19:38:11.823] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":365,"TS":"2025-08-23T15:08:11.61","TID":49,"PID":1,"M":37,"S":54,"PLID":492942,"PLUUID":"dchp4ud6043gahy06jrm7q6i2","PN":"N. Collins","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":63,"Y":33.9,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[]}}}
[2025-08-23 19:38:13.834] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":324,"TS":"2025-08-23T15:08:13.551","TID":61,"PID":1,"M":37,"S":57,"PLID":228564,"PLUUID":"b4q9q0qgmtz959rygieg9ln1l","PN":"R. Schmid","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":37.1,"Y":62,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:38:14.820] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":366,"TS":"2025-08-23T15:08:11.365","TID":1,"PID":1,"M":37,"S":54,"PLID":492942,"PLUUID":"dchp4ud6043gahy06jrm7q6i2","PN":"N. Collins","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":63,"Y":33.9,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["61.3"]},{"I":141,"V":["13.7"]},{"I":212,"V":["13.85149"]},{"I":213,"V":["4.583163"]},{"I":318,"V":["0.000327"]}]}}}
[2025-08-23 19:38:16.649] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":367,"TS":"2025-08-23T15:08:14.500","TID":1,"PID":1,"M":37,"S":58,"PLID":224209,"PLUUID":"dn3llv8xjdbbndltfym5ar561","PN":"R. Kristensen","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":60.9,"Y":14.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["64.6"]},{"I":141,"V":["25.9"]},{"I":212,"V":["8.54966"]},{"I":213,"V":["1.099093"]},{"I":318,"V":["0.00060935"]}]}}}
[2025-08-23 19:38:17.635] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":368,"TS":"2025-08-23T15:08:16.388","TID":1,"PID":1,"M":37,"S":59,"PLID":551050,"PLUUID":"elwm97xvha0y0t8yqx5sur9ck","PN":"H. Larsson","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":63.4,"Y":27.1,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["66.3"]},{"I":141,"V":["34.6"]},{"I":212,"V":["5.939867"]},{"I":213,"V":["1.032542"]},{"I":318,"V":["0.00115991"]}]}}}
[2025-08-23 19:38:20.253] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":369,"TS":"2025-08-23T15:08:17.413","TID":1,"PID":1,"M":38,"S":0,"PLID":554087,"PLUUID":"4a59itr8bwm9auhz9f2dno104","PN":"C. Uzun","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":66.3,"Y":34.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["72.5"]},{"I":141,"V":["31.9"]},{"I":212,"V":["6.763948"]},{"I":213,"V":["6.008297"]},{"I":318,"V":["0.00271226"]}]}}}
[2025-08-23 19:38:21.223] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":370,"TS":"2025-08-23T15:08:19.988","TID":1,"PID":1,"M":38,"S":3,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":72.5,"Y":31.9,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["70.2"]},{"I":141,"V":["34.8"]},{"I":212,"V":["3.117853"]},{"I":213,"V":["2.456834"]},{"I":318,"V":["0.00243447"]}]}}}
[2025-08-23 19:38:21.654] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":325,"TS":"2025-08-23T15:08:21.351","TID":45,"PID":1,"M":38,"S":4,"PLID":96601,"PLUUID":"26nfmfc8p2doisd9p8vtd33dh","PN":"L. Bittencourt","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":23.4,"Y":56.1,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:38:22.220] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":371,"TS":"2025-08-23T15:08:21.497","TID":3,"PID":1,"M":38,"S":5,"PLID":205252,"PLUUID":"7o11dzx2cccrslutrjl16ik89","PN":"R. Doan","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":70.6,"Y":36.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 19:38:28.893] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":372,"TS":"2025-08-23T15:08:21.876","TID":1,"PID":1,"M":38,"S":5,"PLID":205252,"PLUUID":"7o11dzx2cccrslutrjl16ik89","PN":"R. Doan","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":70.6,"Y":36.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["90.4"]},{"I":141,"V":["75.7"]},{"I":212,"V":["33.75124"]},{"I":213,"V":["0.9071702"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.01363986"]}]}}}
[2025-08-23 19:38:29.675] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":373,"TS":"2025-08-23T15:08:28.645","TID":1,"PID":1,"M":38,"S":12,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":97.5,"Y":72.9,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":196,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["85.8"]},{"I":141,"V":["-1.6"]},{"I":212,"V":["52.12827"]},{"I":213,"V":["4.474483"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 19:38:29.846] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":374,"TS":"2025-08-23T15:08:29.366","TID":5,"PID":1,"M":38,"S":12,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":85.8,"Y":-1.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:38:31.881] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":326,"TS":"2025-08-23T15:08:28.967","TID":5,"PID":1,"M":38,"S":12,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":9.8,"Y":101.8,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:38:32.109] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":315,"TS":"2025-08-23T15:07:44.200","TID":10,"PID":1,"M":37,"S":27,"PLID":160541,"PLUUID":"2p48525x4ap9m81g6ode51cyd","PN":"N. Stark","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":5.7,"Y":43.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":94,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:38:34.541] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":352,"TS":"2025-08-23T15:07:41.781","TID":15,"PID":1,"M":37,"S":25,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":91.3,"Y":64,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0691"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]}]}}}
[2025-08-23 19:38:39.506] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":352,"TS":"2025-08-23T15:07:41.781","TID":15,"PID":1,"M":37,"S":25,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":91.3,"Y":64,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["351"]},{"I":368,"V":["5x0wgvmvdb8q4vsvyy6ak88nf"]},{"I":102,"V":["49.7"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0537"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":100,"V":["NULL"]},{"I":82,"V":["NULL"]},{"I":146,"V":["97.1"]},{"I":147,"V":["54.5"]},{"I":230,"V":["0.0769230769230771"]},{"I":231,"V":["46.9305555555556"]}]}}}
[2025-08-23 19:38:39.689] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":352,"TS":"2025-08-23T15:07:41.781","TID":15,"PID":1,"M":37,"S":25,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":91.3,"Y":64,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":233,"V":["315"]},{"I":372,"V":["cn16oq2cztkjofdor2x89zfk9"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["351"]},{"I":368,"V":["5x0wgvmvdb8q4vsvyy6ak88nf"]},{"I":102,"V":["49.7"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0537"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":100,"V":["NULL"]},{"I":82,"V":["NULL"]},{"I":146,"V":["97.1"]},{"I":147,"V":["54.5"]},{"I":230,"V":["0.0769230769230771"]},{"I":231,"V":["46.9305555555556"]}]}}}
[2025-08-23 19:38:39.909] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":315,"TS":"2025-08-23T15:07:41.881","TID":10,"PID":1,"M":37,"S":25,"PLID":160541,"PLUUID":"2p48525x4ap9m81g6ode51cyd","PN":"N. Stark","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":2.9,"Y":45.5,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":94,"V":["NULL"]},{"I":233,"V":["352"]},{"I":372,"V":["6dolk1nusfr4q6fo5g2ml2ukf"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:38:58.548] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":327,"TS":"2025-08-23T15:08:55.286","TID":1,"PID":1,"M":38,"S":38,"PLID":513536,"PLUUID":"58d87tochcm6hk4n6l7ua7jvu","PN":"S. Mbangula","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":11.3,"Y":101.2,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["21.9"]},{"I":141,"V":["95"]},{"I":212,"V":["11.90175"]},{"I":213,"V":["5.921091"]},{"I":318,"V":["0.00000026"]}]}}}
[2025-08-23 19:38:58.922] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":375,"TS":"2025-08-23T15:08:58.533","TID":74,"PID":1,"M":38,"S":42,"PLID":225485,"PLUUID":"d3tfdqfnab7bqxfdh3399y06i","PN":"J. Burkardt","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":89.8,"Y":5.6,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:38:59.940] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":376,"TS":"2025-08-23T15:08:59.430","TID":5,"PID":1,"M":38,"S":42,"PLID":225485,"PLUUID":"d3tfdqfnab7bqxfdh3399y06i","PN":"J. Burkardt","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":85.3,"Y":-1.7,"STAT":{"CPID":1,"SC":"2:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:39:05.122] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":328,"TS":"2025-08-23T15:08:59.447","TID":5,"PID":1,"M":38,"S":42,"PLID":513536,"PLUUID":"58d87tochcm6hk4n6l7ua7jvu","PN":"S. Mbangula","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":26,"Y":102,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:39:08.378] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":329,"TS":"2025-08-23T15:09:07.111","TID":1,"PID":1,"M":38,"S":50,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":19.9,"Y":101.1,"STAT":{"CPID":1,"SC":"2:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["24.2"]},{"I":141,"V":["84.4"]},{"I":212,"V":["12.22064"]},{"I":213,"V":["5.090814"]},{"I":318,"V":["0.00000055"]}]}}}
