[2025-08-23 22:03:54.108] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 22:03:54.770] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 22:03:55.430] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"14qo3uypv7lmce0ewcvxe89w4"}}
[2025-08-23 23:44:26.042] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":838,"TS":"2025-08-23T19:14:22.243","TID":1,"PID":2,"M":84,"S":33,"PLID":462424,"PLUUID":"65rqu55qbzswixgqw2efna06i","PN":"W. Saliba","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":58.6,"Y":25.9,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["57.4"]},{"I":141,"V":["65.4"]},{"I":212,"V":["26.88954"]},{"I":213,"V":["1.617672"]},{"I":318,"V":["0.0003291"]}]}}}
[2025-08-23 23:44:30.193] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":839,"TS":"2025-08-23T19:14:25.603","TID":1,"PID":2,"M":84,"S":36,"PLID":499169,"PLUUID":"azt1lhru9cgyb64h4h4fffrx0","PN":"M. Lewis-Skelly","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":55.7,"Y":67,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["40.7"]},{"I":141,"V":["43.7"]},{"I":212,"V":["22.34043"]},{"I":213,"V":["3.929966"]},{"I":318,"V":["0.00004218"]}]}}}
[2025-08-23 23:44:36.426] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":840,"TS":"2025-08-23T19:14:30.899","TID":1,"PID":2,"M":84,"S":42,"PLID":226597,"PLUUID":"8libvn3hxypz8x7gm4mr7kj55","PN":"Gabriel Magalh\u00e3es","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":40.7,"Y":43.7,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["41.8"]},{"I":141,"V":["26.5"]},{"I":212,"V":["11.75289"]},{"I":213,"V":["4.810822"]},{"I":318,"V":["0.00002263"]}]}}}
[2025-08-23 23:44:44.194] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":841,"TS":"2025-08-23T19:14:36.163","TID":1,"PID":2,"M":84,"S":47,"PLID":462424,"PLUUID":"65rqu55qbzswixgqw2efna06i","PN":"W. Saliba","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":44.4,"Y":31,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["35.8"]},{"I":141,"V":["54.2"]},{"I":212,"V":["18.17754"]},{"I":213,"V":["2.090666"]},{"I":318,"V":["0.00001671"]}]}}}
[2025-08-23 23:44:45.415] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":842,"TS":"2025-08-23T19:14:43.875","TID":1,"PID":2,"M":84,"S":55,"PLID":226597,"PLUUID":"8libvn3hxypz8x7gm4mr7kj55","PN":"Gabriel Magalh\u00e3es","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":36.9,"Y":56.7,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["37.5"]},{"I":141,"V":["38.3"]},{"I":212,"V":["12.52785"]},{"I":213,"V":["4.762698"]},{"I":318,"V":["0.00001524"]}]}}}
[2025-08-23 23:44:47.090] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":843,"TS":"2025-08-23T19:14:45.59","TID":1,"PID":2,"M":84,"S":56,"PLID":462424,"PLUUID":"65rqu55qbzswixgqw2efna06i","PN":"W. Saliba","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":37.5,"Y":38.3,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["35.8"]},{"I":141,"V":["54.0"]},{"I":212,"V":["10.82419"]},{"I":213,"V":["1.736461"]},{"I":318,"V":["0.00001279"]}]}}}
[2025-08-23 23:44:47.278] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":844,"TS":"2025-08-23T19:14:46.660","TID":61,"PID":2,"M":84,"S":57,"PLID":226597,"PLUUID":"8libvn3hxypz8x7gm4mr7kj55","PN":"Gabriel Magalh\u00e3es","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":0,"X":35.8,"Y":55.4,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 23:44:47.845] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":528,"TS":"2025-08-23T19:14:47.102","TID":1,"PID":2,"M":84,"S":58,"PLID":427637,"PLUUID":"8rrcscn29rs1gk8mi1pwpu92i","PN":"B. Aaronson","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":61.2,"Y":42.3,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["63"]},{"I":141,"V":["44"]},{"I":212,"V":["2.215499"]},{"I":213,"V":["0.5489345"]}]}}}
[2025-08-23 23:44:48.056] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":845,"TS":"2025-08-23T19:14:47.811","TID":74,"PID":2,"M":84,"S":59,"PLID":226597,"PLUUID":"8libvn3hxypz8x7gm4mr7kj55","PN":"Gabriel Magalh\u00e3es","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":37.6,"Y":58.8,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 23:44:53.081] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":846,"TS":"2025-08-23T19:14:50.899","TID":1,"PID":2,"M":85,"S":2,"PLID":204480,"PLUUID":"6jgocc12bori2wygyu07c082x","PN":"D. Rice","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":41.8,"Y":28,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36.3"]},{"I":141,"V":["5.3"]},{"I":212,"V":["16.48092"]},{"I":213,"V":["4.354385"]},{"I":318,"V":["0.00000726"]}]}}}
[2025-08-23 23:44:55.081] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":847,"TS":"2025-08-23T19:14:52.755","TID":1,"PID":2,"M":85,"S":4,"PLID":500040,"PLUUID":"6o76owze8y78ue9sb49g8kyz8","PN":"Cristhian Mosquera","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":33,"Y":10.7,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["20.7"]},{"I":141,"V":["30.6"]},{"I":212,"V":["18.70594"]},{"I":213,"V":["2.332869"]},{"I":318,"V":["0.0000018"]}]}}}
[2025-08-23 23:45:14.730] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":848,"TS":"2025-08-23T19:14:54.692","TID":1,"PID":2,"M":85,"S":5,"PLID":462424,"PLUUID":"65rqu55qbzswixgqw2efna06i","PN":"W. Saliba","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":20.7,"Y":30.6,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["8.8"]},{"I":141,"V":["54.2"]},{"I":212,"V":["20.33871"]},{"I":213,"V":["2.232353"]},{"I":318,"V":["0.00000044"]}]}}}
[2025-08-23 23:45:17.540] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":849,"TS":"2025-08-23T19:15:14.436","TID":1,"PID":2,"M":85,"S":25,"PLID":154561,"PLUUID":"4iijb6llnz28unsz4rirr3umt","PN":"David Raya","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":11.9,"Y":56.1,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["21.4"]},{"I":141,"V":["79.6"]},{"I":212,"V":["18.83776"]},{"I":213,"V":["1.01276"]},{"I":318,"V":["0.00000117"]}]}}}
[2025-08-23 23:45:20.028] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":850,"TS":"2025-08-23T19:15:17.172","TID":1,"PID":2,"M":85,"S":28,"PLID":204480,"PLUUID":"6jgocc12bori2wygyu07c082x","PN":"D. Rice","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":21.5,"Y":82.4,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.0"]},{"I":141,"V":["96.8"]},{"I":212,"V":["11.36811"]},{"I":213,"V":["1.037935"]},{"I":318,"V":["0.00000143"]}]}}}
[2025-08-23 23:45:21.839] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":851,"TS":"2025-08-23T19:15:19.780","TID":1,"PID":2,"M":85,"S":31,"PLID":499169,"PLUUID":"azt1lhru9cgyb64h4h4fffrx0","PN":"M. Lewis-Skelly","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":27,"Y":96.2,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["10.2"]},{"I":141,"V":["86.9"]},{"I":212,"V":["18.73933"]},{"I":213,"V":["3.485823"]},{"I":318,"V":["0.00000035"]}]}}}
[2025-08-23 23:45:23.623] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":852,"TS":"2025-08-23T19:15:21.476","TID":1,"PID":2,"M":85,"S":32,"PLID":226597,"PLUUID":"8libvn3hxypz8x7gm4mr7kj55","PN":"Gabriel Magalh\u00e3es","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":10.2,"Y":86.9,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["5.7"]},{"I":141,"V":["66.7"]},{"I":212,"V":["14.52595"]},{"I":213,"V":["4.381081"]},{"I":318,"V":["0.00000019"]}]}}}
[2025-08-23 23:45:25.006] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":853,"TS":"2025-08-23T19:15:23.317","TID":1,"PID":2,"M":85,"S":34,"PLID":154561,"PLUUID":"4iijb6llnz28unsz4rirr3umt","PN":"David Raya","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":5.7,"Y":66.7,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["11.1"]},{"I":141,"V":["69.4"]},{"I":212,"V":["5.959849"]},{"I":213,"V":["0.3131548"]},{"I":318,"V":["0.00000029"]}]}}}
[2025-08-23 23:45:27.814] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":854,"TS":"2025-08-23T19:15:24.628","TID":1,"PID":2,"M":85,"S":35,"PLID":204480,"PLUUID":"6jgocc12bori2wygyu07c082x","PN":"D. Rice","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":11.1,"Y":69.4,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["13.4"]},{"I":141,"V":["25.5"]},{"I":212,"V":["29.94953"]},{"I":213,"V":["4.793112"]},{"I":318,"V":["0.0000006"]}]}}}
[2025-08-23 23:45:30.802] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":855,"TS":"2025-08-23T19:15:27.493","TID":1,"PID":2,"M":85,"S":38,"PLID":462424,"PLUUID":"65rqu55qbzswixgqw2efna06i","PN":"W. Saliba","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":16.9,"Y":24.4,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.3"]},{"I":141,"V":["26.2"]},{"I":212,"V":["12.03242"]},{"I":213,"V":["0.1019015"]},{"I":318,"V":["0.0000027"]}]}}}
[2025-08-23 23:45:33.841] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":856,"TS":"2025-08-23T19:15:30.197","TID":1,"PID":2,"M":85,"S":41,"PLID":116216,"PLUUID":"8qwpdf5jof7o6yy47v6iv11hx","PN":"L. Trossard","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":28.9,"Y":30,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["25.3"]},{"I":141,"V":["49.1"]},{"I":212,"V":["13.52688"]},{"I":213,"V":["1.854011"]},{"I":318,"V":["0.00000315"]}]}}}
[2025-08-23 23:45:40.270] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":857,"TS":"2025-08-23T19:15:33.509","TID":1,"PID":2,"M":85,"S":44,"PLID":204480,"PLUUID":"6jgocc12bori2wygyu07c082x","PN":"D. Rice","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":27.8,"Y":48.8,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.2"]},{"I":141,"V":["33.9"]},{"I":212,"V":["11.13561"]},{"I":213,"V":["5.140205"]},{"I":318,"V":["0.00000618"]}]}}}
[2025-08-23 23:45:43.226] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":858,"TS":"2025-08-23T19:15:39.989","TID":1,"PID":2,"M":85,"S":51,"PLID":481655,"PLUUID":"80aqmv4ht6rs1812qrr5j8kix","PN":"Mart\u00edn Zubimendi","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":45.5,"Y":34.5,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["52.1"]},{"I":141,"V":["57.5"]},{"I":212,"V":["17.10656"]},{"I":213,"V":["1.1537"]},{"I":318,"V":["0.00012309"]}]}}}
[2025-08-23 23:45:43.642] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":529,"TS":"2025-08-23T19:15:43.293","TID":45,"PID":2,"M":85,"S":54,"PLID":180135,"PLUUID":"9pv566tidfz21e00y4t0mbap5","PN":"S. Longstaff","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":49.1,"Y":57.7,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 23:45:48.243] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":859,"TS":"2025-08-23T19:15:42.917","TID":3,"PID":2,"M":85,"S":54,"PLID":499169,"PLUUID":"azt1lhru9cgyb64h4h4fffrx0","PN":"M. Lewis-Skelly","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":52.9,"Y":52.1,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 23:45:53.713] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":860,"TS":"2025-08-23T19:15:47.989","TID":1,"PID":2,"M":85,"S":59,"PLID":499169,"PLUUID":"azt1lhru9cgyb64h4h4fffrx0","PN":"M. Lewis-Skelly","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":68.4,"Y":55.1,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["75.0"]},{"I":141,"V":["93.0"]},{"I":212,"V":["26.68747"]},{"I":213,"V":["1.308113"]},{"I":318,"V":["0.0007856"]}]}}}
[2025-08-23 23:45:54.038] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":861,"TS":"2025-08-23T19:15:53.366","TID":1,"PID":2,"M":86,"S":4,"PLID":116216,"PLUUID":"8qwpdf5jof7o6yy47v6iv11hx","PN":"L. Trossard","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":0,"X":77.8,"Y":96.9,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["74.7"]},{"I":141,"V":["95.1"]},{"I":212,"V":["3.477528"]},{"I":213,"V":["3.501272"]}]}}}
[2025-08-23 23:45:55.639] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":862,"TS":"2025-08-23T19:15:54.870","TID":1,"PID":2,"M":86,"S":6,"PLID":116216,"PLUUID":"8qwpdf5jof7o6yy47v6iv11hx","PN":"L. Trossard","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":0,"X":77.8,"Y":97.5,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["74.1"]},{"I":141,"V":["95.3"]},{"I":212,"V":["4.163081"]},{"I":213,"V":["3.509163"]}]}}}
[2025-08-23 23:45:56.071] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":530,"TS":"2025-08-23T19:15:55.598","TID":74,"PID":2,"M":86,"S":6,"PLID":427637,"PLUUID":"8rrcscn29rs1gk8mi1pwpu92i","PN":"B. Aaronson","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":23.2,"Y":5.3,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 23:45:56.286] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":531,"TS":"2025-08-23T19:15:55.966","TID":74,"PID":2,"M":86,"S":7,"PLID":427637,"PLUUID":"8rrcscn29rs1gk8mi1pwpu92i","PN":"B. Aaronson","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":22.9,"Y":5.3,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 23:45:57.044] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":532,"TS":"2025-08-23T19:15:56.638","TID":5,"PID":2,"M":86,"S":7,"PLID":427637,"PLUUID":"8rrcscn29rs1gk8mi1pwpu92i","PN":"B. Aaronson","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":25.2,"Y":-0.7,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 23:45:57.851] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":863,"TS":"2025-08-23T19:15:56.438","TID":5,"PID":2,"M":86,"S":7,"PLID":116216,"PLUUID":"8qwpdf5jof7o6yy47v6iv11hx","PN":"L. Trossard","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":71.5,"Y":101.1,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 23:46:08.903] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":864,"TS":"2025-08-23T19:16:06.630","TID":1,"PID":2,"M":86,"S":17,"PLID":499169,"PLUUID":"azt1lhru9cgyb64h4h4fffrx0","PN":"M. Lewis-Skelly","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":72.3,"Y":100.8,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["53.2"]},{"I":141,"V":["91.4"]},{"I":212,"V":["21.04901"]},{"I":213,"V":["3.450137"]},{"I":318,"V":["0.00002949"]}]}}}
[2025-08-23 23:46:12.110] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":865,"TS":"2025-08-23T19:16:08.646","TID":1,"PID":2,"M":86,"S":19,"PLID":226597,"PLUUID":"8libvn3hxypz8x7gm4mr7kj55","PN":"Gabriel Magalh\u00e3es","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":53,"Y":91.7,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["56.8"]},{"I":141,"V":["91.7"]},{"I":212,"V":["3.99"]},{"I":213,"V":["0"]},{"I":318,"V":["0.00006134"]}]}}}
[2025-08-23 23:46:14.104] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":533,"TS":"2025-08-23T19:16:13.773","TID":45,"PID":2,"M":86,"S":25,"PLID":174594,"PLUUID":"embn1jhcly07i6pjcvcdiavo5","PN":"L. Nmecha","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":32.8,"Y":28,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 23:46:16.527] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":866,"TS":"2025-08-23T19:16:11.830","TID":1,"PID":2,"M":86,"S":23,"PLID":204480,"PLUUID":"6jgocc12bori2wygyu07c082x","PN":"D. Rice","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":54.9,"Y":86.9,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["60.9"]},{"I":141,"V":["78.2"]},{"I":212,"V":["8.642283"]},{"I":213,"V":["5.529211"]},{"I":318,"V":["0.0002023"]}]}}}
[2025-08-23 23:46:18.492] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":867,"TS":"2025-08-23T19:16:16.278","TID":1,"PID":2,"M":86,"S":27,"PLID":481655,"PLUUID":"80aqmv4ht6rs1812qrr5j8kix","PN":"Mart\u00edn Zubimendi","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":72.3,"Y":85.1,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["83.4"]},{"I":141,"V":["94.2"]},{"I":212,"V":["13.19585"]},{"I":213,"V":["0.4880851"]},{"I":318,"V":["0.00074832"]}]}}}
[2025-08-23 23:46:23.311] [POEM] {"data":{"OID":2561906,"UUID":"14qo3uypv7lmce0ewcvxe89w4","POEM":{"EVID":868,"TS":"2025-08-23T19:16:19.815","TID":1,"PID":2,"M":86,"S":31,"PLID":116216,"PLUUID":"8qwpdf5jof7o6yy47v6iv11hx","PN":"L. Trossard","TEAMID":3,"TUUID":"4dsgumo7d4zupm2ugsvm4zm4d","O":1,"X":82.2,"Y":89.1,"STAT":{"CPID":2,"SC":"4:0","PSTAT":[{"PID":1,"SC":"2:0"}]},"RTL":1,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["98.0"]},{"I":141,"V":["37.3"]},{"I":212,"V":["38.93531"]},{"I":213,"V":["5.152557"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.01864937"]}]}}}
