[2025-08-23 22:14:37.940] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 22:14:38.606] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 22:14:39.256] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"cj1crau6yj93nnyk80lzjpes4"}}
[2025-08-23 23:42:02.418] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":743,"TS":"2025-08-23T19:12:00.746","TID":1,"PID":2,"M":79,"S":53,"PLID":432070,"PLUUID":"17au7v1ocl4zab872g59821yi","PN":"Junior Messias","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":77.4,"Y":-2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["74.5"]},{"I":141,"V":["9.5"]},{"I":212,"V":["8.391926"]},{"I":213,"V":["1.942119"]},{"I":318,"V":["0.00017335"]}]}}}
[2025-08-23 23:42:03.593] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":629,"TS":"2025-08-23T19:11:57.91","TID":43,"PID":2,"M":79,"S":50,"PLID":462484,"PLUUID":"1oszv53od5pulbhx566ht984q","PN":"A. Gallo","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":16.2000007629395,"Y":98.4000015258789,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["16.7"]},{"I":141,"V":["98.7"]},{"I":212,"V":["0.5632415"]},{"I":213,"V":["0.3706155"]},{"I":144,"V":["12"]}]}}}
[2025-08-23 23:42:03.621] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":744,"TS":"2025-08-23T19:12:02.121","TID":1,"PID":2,"M":79,"S":55,"PLID":83289,"PLUUID":"65jv6v3qujiijivadpijzpr6d","PN":"N. Stanciu","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":73.5,"Y":9.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["72.6"]},{"I":141,"V":["2.6"]},{"I":212,"V":["4.586411"]},{"I":213,"V":["4.504859"]},{"I":318,"V":["0.00027496"]}]}}}
[2025-08-23 23:42:05.800] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":745,"TS":"2025-08-23T19:12:03.277","TID":1,"PID":2,"M":79,"S":56,"PLID":432070,"PLUUID":"17au7v1ocl4zab872g59821yi","PN":"Junior Messias","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":71,"Y":2.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["73.9"]},{"I":141,"V":["11.7"]},{"I":212,"V":["6.77486"]},{"I":213,"V":["1.10464"]},{"I":318,"V":["0.00052333"]}]}}}
[2025-08-23 23:42:09.244] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":632,"TS":"2025-08-23T19:12:08.851","TID":86,"PID":2,"M":80,"S":1,"PLID":545711,"PLUUID":"3g14bqou9coim6fit9c2cyr8q","PN":"M. Kaba","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":20.7,"Y":62.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-23 23:42:09.599] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":746,"TS":"2025-08-23T19:12:05.496","TID":1,"PID":2,"M":79,"S":58,"PLID":83289,"PLUUID":"65jv6v3qujiijivadpijzpr6d","PN":"N. Stanciu","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":78.5,"Y":15.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["78.8"]},{"I":141,"V":["26.2"]},{"I":212,"V":["7.48663"]},{"I":213,"V":["1.528709"]},{"I":318,"V":["0.00312686"]}]}}}
[2025-08-23 23:42:09.806] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":747,"TS":"2025-08-23T19:12:09.277","TID":86,"PID":2,"M":80,"S":2,"PLID":606408,"PLUUID":"bf41pexjnkx8o1wdxudesfac4","PN":"J. Ekhator","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":80.7,"Y":28.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-23 23:43:31.214] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":748,"TS":"2025-08-23T19:13:30.46","TID":39,"PID":2,"M":81,"S":22,"PLID":83289,"PLUUID":"65jv6v3qujiijivadpijzpr6d","PN":"N. Stanciu","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":81.2,"Y":28,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":26,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["1"]},{"I":252,"V":["NULL"]}]}}}
[2025-08-23 23:43:35.433] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":749,"TS":"2025-08-23T19:13:31.874","TID":5,"PID":2,"M":81,"S":24,"PLID":83289,"PLUUID":"65jv6v3qujiijivadpijzpr6d","PN":"N. Stanciu","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":100.4,"Y":43.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 23:43:35.650] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":748,"TS":"2025-08-23T19:13:30.46","TID":13,"PID":2,"M":81,"S":22,"PLID":83289,"PLUUID":"65jv6v3qujiijivadpijzpr6d","PN":"N. Stanciu","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":81.3,"Y":29.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":26,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0812"]},{"I":327,"V":["2"]},{"I":326,"V":["1"]}]}}}
[2025-08-23 23:43:40.237] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":748,"TS":"2025-08-23T19:13:30.46","TID":13,"PID":2,"M":81,"S":22,"PLID":83289,"PLUUID":"65jv6v3qujiijivadpijzpr6d","PN":"N. Stanciu","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":81.3,"Y":29.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":26,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":120,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":84,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["43.9"]},{"I":103,"V":["26.3888888888889"]},{"I":321,"V":["0.0812"]},{"I":327,"V":["3"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":230,"V":["1.11538461538462"]},{"I":231,"V":["49.8194444444444"]}]}}}
[2025-08-23 23:44:27.816] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":633,"TS":"2025-08-23T19:13:40.723","TID":5,"PID":2,"M":81,"S":33,"PLID":126486,"PLUUID":"3nfxhugbxid6o0r92txslivh1","PN":"W. Falcone","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":-0.4,"Y":51,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 23:44:28.006] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":634,"TS":"2025-08-23T19:14:27.139","TID":18,"PID":2,"M":82,"S":20,"PLID":215047,"PLUUID":"7pg1pu4ptby6hi0rp29hv4jxl","PN":"L. Coulibaly","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":4.1,"Y":50.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":42,"V":["NULL"]},{"I":44,"V":["Midfielder"]},{"I":59,"V":["29"]}]}}}
[2025-08-23 23:44:28.202] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":635,"TS":"2025-08-23T19:14:27.140","TID":19,"PID":2,"M":82,"S":20,"PLID":501796,"PLUUID":"3bdkw17dkx2c3u0uwztdss6zu","PN":"B. Pierret","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":4.1,"Y":50.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":42,"V":["NULL"]},{"I":368,"V":["c77z38jd3362tmpopfif9xiyn"]},{"I":145,"V":["8"]},{"I":59,"V":["75"]},{"I":292,"V":["7"]},{"I":293,"V":["4"]},{"I":44,"V":["Midfielder"]},{"I":55,"V":["634"]}]}}}
[2025-08-23 23:44:51.906] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":636,"TS":"2025-08-23T19:14:51.246","TID":18,"PID":2,"M":82,"S":44,"PLID":633952,"PLUUID":"5vz3ahy53htjc8pk4wzvytzbo","PN":"F. Camarda","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":4.1,"Y":50.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":42,"V":["NULL"]},{"I":44,"V":["Forward"]},{"I":59,"V":["22"]}]}}}
[2025-08-23 23:44:52.095] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":637,"TS":"2025-08-23T19:14:51.247","TID":19,"PID":2,"M":82,"S":44,"PLID":477240,"PLUUID":"8xjlysmwl5vnhcnvsynftjd62","PN":"K. N\u2019Dri","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":4.1,"Y":50.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":42,"V":["NULL"]},{"I":368,"V":["2kb6128q3pwb1oz2p590kej40"]},{"I":145,"V":["9"]},{"I":59,"V":["11"]},{"I":44,"V":["Forward"]},{"I":55,"V":["636"]}]}}}
[2025-08-23 23:45:08.114] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":750,"TS":"2025-08-23T19:15:07.536","TID":44,"PID":2,"M":83,"S":0,"PLID":431026,"PLUUID":"7ojvhhfvbtbn60sc50y4l2ctm","PN":"J. V\u00e1squez","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":40.8,"Y":78.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 23:45:08.148] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":638,"TS":"2025-08-23T19:15:01.924","TID":1,"PID":2,"M":82,"S":54,"PLID":126486,"PLUUID":"3nfxhugbxid6o0r92txslivh1","PN":"W. Falcone","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":5,"Y":40.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["61.7"]},{"I":141,"V":["22.6"]},{"I":212,"V":["60.75297"]},{"I":213,"V":["6.08261"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00014359"]},{"I":74,"V":["NULL"]}]}}}
[2025-08-23 23:45:08.542] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":639,"TS":"2025-08-23T19:15:07.858","TID":44,"PID":2,"M":83,"S":0,"PLID":545711,"PLUUID":"3g14bqou9coim6fit9c2cyr8q","PN":"M. Kaba","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":61.7,"Y":22.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 23:45:09.530] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":640,"TS":"2025-08-23T19:15:08.226","TID":1,"PID":2,"M":83,"S":1,"PLID":545711,"PLUUID":"3g14bqou9coim6fit9c2cyr8q","PN":"M. Kaba","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":61.7,"Y":22.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":168,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["64"]},{"I":141,"V":["21.5"]},{"I":212,"V":["2.528187"]},{"I":213,"V":["5.982825"]}]}}}
[2025-08-23 23:45:10.973] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":751,"TS":"2025-08-23T19:15:09.364","TID":1,"PID":2,"M":83,"S":2,"PLID":588118,"PLUUID":"7xdhy2xi9mrhzjn6aiatd9ono","PN":"P. Masini","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":36.4,"Y":74.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["51.4"]},{"I":141,"V":["74.5"]},{"I":212,"V":["15.75132"]},{"I":213,"V":["6.270234"]},{"I":318,"V":["0.00011301"]}]}}}
[2025-08-23 23:45:11.316] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":752,"TS":"2025-08-23T19:15:10.630","TID":44,"PID":2,"M":83,"S":3,"PLID":488006,"PLUUID":"7u9bpiajlgr3zibj89pub7wbu","PN":"M. Ellertsson","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":51.5,"Y":74.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 23:45:11.759] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":641,"TS":"2025-08-23T19:15:11.27","TID":44,"PID":2,"M":83,"S":3,"PLID":227386,"PLUUID":"c4kxfrbrfedilykhbyak3e579","PN":"Y. Ramadani","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":44.9,"Y":23.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 23:45:13.323] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":642,"TS":"2025-08-23T19:15:11.458","TID":1,"PID":2,"M":83,"S":4,"PLID":227386,"PLUUID":"c4kxfrbrfedilykhbyak3e579","PN":"Y. Ramadani","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":44.9,"Y":23.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["42.4"]},{"I":141,"V":["31"]},{"I":212,"V":["5.555307"]},{"I":213,"V":["2.062946"]},{"I":318,"V":["0.00001991"]}]}}}
[2025-08-23 23:45:14.331] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":643,"TS":"2025-08-23T19:15:13.26","TID":1,"PID":2,"M":83,"S":5,"PLID":520242,"PLUUID":"6udrxynn6611j9tjm258iu80k","PN":"Kialonda Gaspar","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":42.1,"Y":29.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["58.3"]},{"I":141,"V":["36.5"]},{"I":212,"V":["17.60958"]},{"I":213,"V":["0.2616998"]}]}}}
[2025-08-23 23:45:16.166] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":644,"TS":"2025-08-23T19:15:15.251","TID":1,"PID":2,"M":83,"S":8,"PLID":227386,"PLUUID":"c4kxfrbrfedilykhbyak3e579","PN":"Y. Ramadani","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":45,"Y":32.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["53.6"]},{"I":141,"V":["36.1"]},{"I":212,"V":["9.304646"]},{"I":213,"V":["0.2435711"]}]}}}
[2025-08-23 23:45:16.789] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":753,"TS":"2025-08-23T19:15:16.20","TID":1,"PID":2,"M":83,"S":8,"PLID":624931,"PLUUID":"1lxfpn0wmr895me9xbzcfnh90","PN":"A. Marcandalli","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":40.5,"Y":62.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["51.1"]},{"I":141,"V":["71.2"]},{"I":212,"V":["12.669"]},{"I":213,"V":["0.4980364"]}]}}}
[2025-08-23 23:45:18.369] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":754,"TS":"2025-08-23T19:15:17.520","TID":8,"PID":2,"M":83,"S":10,"PLID":83289,"PLUUID":"65jv6v3qujiijivadpijzpr6d","PN":"N. Stanciu","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":43.5,"Y":69.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 23:45:20.208] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":755,"TS":"2025-08-23T19:15:19.895","TID":45,"PID":2,"M":83,"S":12,"PLID":445733,"PLUUID":"2um03dny7h3sdvehq3bygd1t6","PN":"M. Frendrup","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":33.4,"Y":75.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 23:45:23.021] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":645,"TS":"2025-08-23T19:15:21.58","TID":1,"PID":2,"M":83,"S":13,"PLID":545711,"PLUUID":"3g14bqou9coim6fit9c2cyr8q","PN":"M. Kaba","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":71.6,"Y":20,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["78.5"]},{"I":141,"V":["8.6"]},{"I":212,"V":["10.61054"]},{"I":213,"V":["5.463993"]},{"I":318,"V":["0.00078324"]}]}}}
[2025-08-23 23:45:27.053] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":646,"TS":"2025-08-23T19:15:22.738","TID":1,"PID":2,"M":83,"S":15,"PLID":429644,"PLUUID":"1i9mqbswolg91evnmsrf5katx","PN":"Tete Morente","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":81.4,"Y":10.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["98.4"]},{"I":141,"V":["29"]},{"I":212,"V":["21.682"]},{"I":213,"V":["0.6036603"]},{"I":318,"V":["0.00635466"]}]}}}
[2025-08-23 23:45:34.245] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":647,"TS":"2025-08-23T19:15:26.738","TID":1,"PID":2,"M":83,"S":19,"PLID":545711,"PLUUID":"3g14bqou9coim6fit9c2cyr8q","PN":"M. Kaba","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":98.4,"Y":29.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":196,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["81.9"]},{"I":141,"V":["98.7"]},{"I":212,"V":["50.33551"]},{"I":213,"V":["1.922173"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00141705"]}]}}}
[2025-08-23 23:45:34.644] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":648,"TS":"2025-08-23T19:15:33.890","TID":3,"PID":2,"M":83,"S":26,"PLID":462484,"PLUUID":"1oszv53od5pulbhx566ht984q","PN":"A. Gallo","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":85.4,"Y":98.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 23:45:34.676] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":756,"TS":"2025-08-23T19:15:33.926","TID":7,"PID":2,"M":83,"S":26,"PLID":496181,"PLUUID":"bj9f6t8o0nji79rbaxrsioep6","PN":"B. Norton-Cuffy","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":11.2,"Y":2.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":167,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 23:45:37.539] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":757,"TS":"2025-08-23T19:15:34.441","TID":5,"PID":2,"M":83,"S":27,"PLID":496181,"PLUUID":"bj9f6t8o0nji79rbaxrsioep6","PN":"B. Norton-Cuffy","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":8.7,"Y":-1.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 23:45:54.107] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":649,"TS":"2025-08-23T19:15:47.810","TID":5,"PID":2,"M":83,"S":40,"PLID":462484,"PLUUID":"1oszv53od5pulbhx566ht984q","PN":"A. Gallo","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":87.4,"Y":101,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 23:45:57.659] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":650,"TS":"2025-08-23T19:15:53.778","TID":1,"PID":2,"M":83,"S":46,"PLID":462484,"PLUUID":"1oszv53od5pulbhx566ht984q","PN":"A. Gallo","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":88.1,"Y":101.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["94.5"]},{"I":141,"V":["67.8"]},{"I":212,"V":["23.6201"]},{"I":213,"V":["5.000877"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00381321"]}]}}}
[2025-08-23 23:45:58.040] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":758,"TS":"2025-08-23T19:15:57.628","TID":52,"PID":2,"M":83,"S":50,"PLID":87968,"PLUUID":"9dc7uictce9dq0tbphn74qz85","PN":"N. Leali","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":2.5,"Y":47.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
