[2025-08-23 23:27:32.048] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 23:27:32.706] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 23:27:33.369] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"49e80e647ljijc5bz8tqc2l0"}}
[2025-08-24 00:38:10.048] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":644,"TS":"2025-08-23T20:08:07.848","TID":1,"PID":2,"M":73,"S":31,"PLID":442299,"PLUUID":"7o7vwlqxknci1fymzkn9hug6i","PN":"D. Affengruber","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":45.5,"Y":65,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["58.7"]},{"I":141,"V":["38.3"]},{"I":212,"V":["22.84163"]},{"I":213,"V":["5.364401"]},{"I":318,"V":["0.00048032"]}]}}}
[2025-08-24 00:38:12.049] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":645,"TS":"2025-08-23T20:08:09.687","TID":44,"PID":2,"M":73,"S":33,"PLID":442299,"PLUUID":"7o7vwlqxknci1fymzkn9hug6i","PN":"D. Affengruber","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":58.7,"Y":38.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-24 00:38:13.079] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":646,"TS":"2025-08-23T20:08:11.752","TID":1,"PID":2,"M":73,"S":35,"PLID":483083,"PLUUID":"dkdy6ighxc2j05suqc2odry3u","PN":"Martim Neto","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":60.6,"Y":35.8,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["64.4"]},{"I":141,"V":["34.3"]},{"I":212,"V":["4.118313"]},{"I":213,"V":["6.032907"]},{"I":318,"V":["0.00068794"]}]}}}
[2025-08-24 00:38:13.443] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":647,"TS":"2025-08-23T20:08:12.872","TID":49,"PID":2,"M":73,"S":36,"PLID":165811,"PLUUID":"dhhmffih4gl51nlu92hfctqs5","PN":"Andr\u00e9 Silva","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":64.5,"Y":34.3,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[]}}}
[2025-08-24 00:38:14.449] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":648,"TS":"2025-08-23T20:08:13.288","TID":3,"PID":2,"M":73,"S":37,"PLID":165811,"PLUUID":"dhhmffih4gl51nlu92hfctqs5","PN":"Andr\u00e9 Silva","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":63.6,"Y":34.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-24 00:38:16.524] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":732,"TS":"2025-08-23T20:08:15.389","TID":1,"PID":2,"M":73,"S":39,"PLID":446969,"PLUUID":"abq67eup8kd31w8da2i0eftgp","PN":"G. Raspadori","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":41.1,"Y":61.8,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["42.7"]},{"I":141,"V":["70.1"]},{"I":212,"V":["5.88873"]},{"I":213,"V":["1.281487"]},{"I":318,"V":["0.00002832"]}]}}}
[2025-08-24 00:38:16.729] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":733,"TS":"2025-08-23T20:08:16.173","TID":49,"PID":2,"M":73,"S":39,"PLID":76650,"PLUUID":"716n1970vi9rvw5b4w9qmjfth","PN":"A. Griezmann","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":42.7,"Y":70.1,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[]}}}
[2025-08-24 00:38:16.928] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":734,"TS":"2025-08-23T20:08:16.548","TID":1,"PID":2,"M":73,"S":40,"PLID":76650,"PLUUID":"716n1970vi9rvw5b4w9qmjfth","PN":"A. Griezmann","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":42.7,"Y":70.1,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["45.6"]},{"I":141,"V":["71.6"]},{"I":212,"V":["3.211297"]},{"I":213,"V":["0.3232276"]}]}}}
[2025-08-24 00:38:17.886] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":649,"TS":"2025-08-23T20:08:17.525","TID":61,"PID":2,"M":73,"S":41,"PLID":484741,"PLUUID":"z0qe6u5fvgrjy0jzk1qhbgq2","PN":"Marc Aguado","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":54.8,"Y":29.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-24 00:38:21.970] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":735,"TS":"2025-08-23T20:08:19.597","TID":1,"PID":2,"M":73,"S":43,"PLID":76650,"PLUUID":"716n1970vi9rvw5b4w9qmjfth","PN":"A. Griezmann","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":39.8,"Y":64.5,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["39.7"]},{"I":141,"V":["56.7"]},{"I":212,"V":["5.305039"]},{"I":213,"V":["4.692595"]},{"I":318,"V":["0.00002235"]}]}}}
[2025-08-24 00:38:23.562] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":736,"TS":"2025-08-23T20:08:21.693","TID":1,"PID":2,"M":73,"S":45,"PLID":503523,"PLUUID":"9e7ybe0nsu3byq2tteey3zuy2","PN":"Pablo Barrios","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":44.8,"Y":57.5,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["44.1"]},{"I":141,"V":["53.4"]},{"I":212,"V":["2.883257"]},{"I":213,"V":["4.454624"]},{"I":318,"V":["0.00004231"]}]}}}
[2025-08-24 00:38:26.790] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":737,"TS":"2025-08-23T20:08:23.244","TID":1,"PID":2,"M":73,"S":47,"PLID":76650,"PLUUID":"716n1970vi9rvw5b4w9qmjfth","PN":"A. Griezmann","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":45.7,"Y":52.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["60.7"]},{"I":141,"V":["38.9"]},{"I":212,"V":["18.23005"]},{"I":213,"V":["5.755466"]},{"I":318,"V":["0.00043423"]}]}}}
[2025-08-24 00:38:27.025] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":738,"TS":"2025-08-23T20:08:26.509","TID":50,"PID":2,"M":73,"S":50,"PLID":232787,"PLUUID":"c83h08n0vnjvfgglyefy03h0p","PN":"C. Gallagher","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":60.8,"Y":38.3,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-24 00:38:29.566] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":650,"TS":"2025-08-23T20:08:28.248","TID":7,"PID":2,"M":73,"S":52,"PLID":91393,"PLUUID":"33r4ae8aivh27ho0ix9mnkedx","PN":"Pedro Bigas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":35.7,"Y":62.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-24 00:38:29.767] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":651,"TS":"2025-08-23T20:08:29.272","TID":49,"PID":2,"M":73,"S":53,"PLID":442299,"PLUUID":"7o7vwlqxknci1fymzkn9hug6i","PN":"D. Affengruber","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":35.8,"Y":65,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[]}}}
[2025-08-24 00:38:30.789] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":652,"TS":"2025-08-23T20:08:29.413","TID":1,"PID":2,"M":73,"S":53,"PLID":442299,"PLUUID":"7o7vwlqxknci1fymzkn9hug6i","PN":"D. Affengruber","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":35.8,"Y":65,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["48.0"]},{"I":141,"V":["43.6"]},{"I":212,"V":["19.38703"]},{"I":213,"V":["5.434208"]},{"I":318,"V":["0.00007261"]}]}}}
[2025-08-24 00:38:31.167] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":653,"TS":"2025-08-23T20:08:30.200","TID":1,"PID":2,"M":73,"S":53,"PLID":165811,"PLUUID":"dhhmffih4gl51nlu92hfctqs5","PN":"Andr\u00e9 Silva","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":47.9,"Y":42.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["47.9"]},{"I":141,"V":["42.7"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]},{"I":318,"V":["0.0000676"]}]}}}
[2025-08-24 00:38:34.802] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":654,"TS":"2025-08-23T20:08:33.335","TID":1,"PID":2,"M":73,"S":57,"PLID":440594,"PLUUID":"e1g4cho31825bw7apvh9xr0x6","PN":"\u00c1lvaro N\u00fa\u00f1ez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":35.9,"Y":27.8,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36.9"]},{"I":141,"V":["41.5"]},{"I":212,"V":["9.374986"]},{"I":213,"V":["1.458561"]},{"I":318,"V":["0.00001518"]}]}}}
[2025-08-24 00:38:37.370] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":655,"TS":"2025-08-23T20:08:34.487","TID":1,"PID":2,"M":73,"S":58,"PLID":484741,"PLUUID":"z0qe6u5fvgrjy0jzk1qhbgq2","PN":"Marc Aguado","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":37.1,"Y":41.3,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["52.2"]},{"I":141,"V":["42.5"]},{"I":212,"V":["15.87598"]},{"I":213,"V":["0.05142105"]},{"I":318,"V":["0.0001192"]}]}}}
[2025-08-24 00:38:37.560] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":656,"TS":"2025-08-23T20:08:37.79","TID":61,"PID":2,"M":74,"S":0,"PLID":165811,"PLUUID":"dhhmffih4gl51nlu92hfctqs5","PN":"Andr\u00e9 Silva","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":52.4,"Y":41.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-24 00:38:43.969] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":739,"TS":"2025-08-23T20:08:38.589","TID":1,"PID":2,"M":74,"S":2,"PLID":503523,"PLUUID":"9e7ybe0nsu3byq2tteey3zuy2","PN":"Pablo Barrios","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":42.9,"Y":73.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["35.7"]},{"I":141,"V":["56.6"]},{"I":212,"V":["13.58575"]},{"I":213,"V":["4.122263"]},{"I":318,"V":["0.0000167"]}]}}}
[2025-08-24 00:38:44.357] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":740,"TS":"2025-08-23T20:08:43.757","TID":49,"PID":2,"M":74,"S":7,"PLID":235093,"PLUUID":"1vyh50nfaq2kq5pmivpkc1psl","PN":"D. Hancko","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":35.7,"Y":56.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[]}}}
[2025-08-24 00:38:48.178] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":741,"TS":"2025-08-23T20:08:45.69","TID":1,"PID":2,"M":74,"S":8,"PLID":235093,"PLUUID":"1vyh50nfaq2kq5pmivpkc1psl","PN":"D. Hancko","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":41.3,"Y":57,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["48.8"]},{"I":141,"V":["89.9"]},{"I":212,"V":["23.71755"]},{"I":213,"V":["1.232339"]},{"I":318,"V":["0.00004422"]}]}}}
[2025-08-24 00:38:58.603] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":657,"TS":"2025-08-23T20:08:58.359","TID":86,"PID":2,"M":74,"S":22,"PLID":442299,"PLUUID":"7o7vwlqxknci1fymzkn9hug6i","PN":"D. Affengruber","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":10.9,"Y":6.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[]}}}
[2025-08-24 00:39:00.405] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":742,"TS":"2025-08-23T20:08:47.869","TID":1,"PID":2,"M":74,"S":11,"PLID":487992,"PLUUID":"7mvqysbmyf6uj3jny3qpqw2ga","PN":"M. Ruggeri","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":48.9,"Y":89.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["87.4"]},{"I":141,"V":["84"]},{"I":212,"V":["40.6236"]},{"I":213,"V":["6.184264"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00243868"]}]}}}
[2025-08-24 00:39:00.592] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":743,"TS":"2025-08-23T20:09:00.125","TID":86,"PID":2,"M":74,"S":23,"PLID":482652,"PLUUID":"5es43b4a7fv0lkmp63dj439ey","PN":"G. Simeone","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":88.9,"Y":89.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[]}}}
[2025-08-24 00:39:04.255] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":744,"TS":"2025-08-23T20:09:03.917","TID":61,"PID":2,"M":74,"S":27,"PLID":482652,"PLUUID":"5es43b4a7fv0lkmp63dj439ey","PN":"G. Simeone","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":87.3,"Y":87.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]}]}}}
[2025-08-24 00:39:37.707] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":745,"TS":"2025-08-23T20:09:37.311","TID":18,"PID":2,"M":75,"S":1,"PLID":487992,"PLUUID":"7mvqysbmyf6uj3jny3qpqw2ga","PN":"M. Ruggeri","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":87.3,"Y":87.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":42,"V":["NULL"]},{"I":44,"V":["Defender"]},{"I":59,"V":["3"]}]}}}
[2025-08-24 00:39:37.921] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":746,"TS":"2025-08-23T20:09:37.312","TID":19,"PID":2,"M":75,"S":1,"PLID":219717,"PLUUID":"40gxfsz7bgrkdudqewlpxzyzt","PN":"Javi Gal\u00e1n","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":87.3,"Y":87.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":42,"V":["NULL"]},{"I":368,"V":["crndt7aj1hfubf8gux2rlq92x"]},{"I":145,"V":["3"]},{"I":59,"V":["21"]},{"I":44,"V":["Defender"]},{"I":55,"V":["745"]}]}}}
[2025-08-24 00:39:42.310] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":747,"TS":"2025-08-23T20:09:41.903","TID":18,"PID":2,"M":75,"S":5,"PLID":482652,"PLUUID":"5es43b4a7fv0lkmp63dj439ey","PN":"G. Simeone","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":87.3,"Y":87.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":42,"V":["NULL"]},{"I":44,"V":["Forward"]},{"I":59,"V":["20"]}]}}}
[2025-08-24 00:39:42.530] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":748,"TS":"2025-08-23T20:09:41.904","TID":19,"PID":2,"M":75,"S":5,"PLID":221586,"PLUUID":"ieu0x9fy8hpqyztdjg8bgpnt","PN":"N. Molina","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":87.3,"Y":87.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":42,"V":["NULL"]},{"I":368,"V":["5ulc5pzu0rcu6oy58m6htv7k2"]},{"I":145,"V":["7"]},{"I":59,"V":["16"]},{"I":44,"V":["Defender"]},{"I":55,"V":["747"]}]}}}
[2025-08-24 00:40:00.877] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":658,"TS":"2025-08-23T20:09:58.495","TID":27,"PID":2,"M":75,"S":22,"PLID":0,"PLUUID":"8c7gv6syowflyvpftmzcwh8no","PN":"Jon L\u00f3pez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":10.9,"Y":6.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":201,"V":["NULL"]},{"I":246,"V":["NULL"]}]}}}
[2025-08-24 00:40:02.939] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":749,"TS":"2025-08-23T20:09:59.350","TID":27,"PID":2,"M":75,"S":23,"PLID":0,"TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":87.3,"Y":87.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":201,"V":["NULL"]},{"I":246,"V":["NULL"]}]}}}
[2025-08-24 00:41:52.621] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":750,"TS":"2025-08-23T20:11:52.342","TID":28,"PID":2,"M":77,"S":16,"PLID":0,"TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":51.9,"Y":44.8,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":0,"Q":[{"I":55,"V":["749"]},{"I":368,"V":["7uzqff95fj1q4c5llus4v2w5t"]}]}}}
[2025-08-24 00:41:58.168] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":659,"TS":"2025-08-23T20:11:57.759","TID":28,"PID":2,"M":77,"S":21,"PLID":0,"PLUUID":"8c7gv6syowflyvpftmzcwh8no","PN":"Jon L\u00f3pez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":10.9,"Y":6.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":55,"V":["658"]},{"I":368,"V":["4yg991tfwd9dwjd7gkpp0nznq"]}]}}}
[2025-08-24 00:42:03.821] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":660,"TS":"2025-08-23T20:12:00.23","TID":1,"PID":2,"M":77,"S":23,"PLID":98448,"PLUUID":"8rgy29sd9okehwq8bzyb3v0t1","PN":"M. Dituro","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":24,"Y":24.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":5,"V":["NULL"]},{"I":196,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["36.0"]},{"I":141,"V":["88.7"]},{"I":212,"V":["45.30729"]},{"I":213,"V":["1.28898"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00000919"]}]}}}
[2025-08-24 00:42:07.874] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":661,"TS":"2025-08-23T20:12:03.542","TID":1,"PID":2,"M":77,"S":27,"PLID":467020,"PLUUID":"5mgmcero3ui4a24v1w1upx3sa","PN":"Germ\u00e1n Valera","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":34.2,"Y":89.1,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["13.4"]},{"I":141,"V":["57.6"]},{"I":212,"V":["30.59088"]},{"I":213,"V":["3.917282"]},{"I":318,"V":["0.00000127"]}]}}}
[2025-08-24 00:42:10.837] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":662,"TS":"2025-08-23T20:12:07.607","TID":1,"PID":2,"M":77,"S":31,"PLID":98448,"PLUUID":"8rgy29sd9okehwq8bzyb3v0t1","PN":"M. Dituro","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":13.5,"Y":57.8,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["34.6"]},{"I":141,"V":["86.0"]},{"I":212,"V":["29.30125"]},{"I":213,"V":["0.713446"]},{"I":318,"V":["0.0000064"]}]}}}
[2025-08-24 00:42:16.084] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":663,"TS":"2025-08-23T20:12:10.519","TID":1,"PID":2,"M":77,"S":34,"PLID":467020,"PLUUID":"5mgmcero3ui4a24v1w1upx3sa","PN":"Germ\u00e1n Valera","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":37.7,"Y":82.5,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"1:1"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.2"]},{"I":141,"V":["79.7"]},{"I":212,"V":["4.138942"]},{"I":213,"V":["3.619612"]},{"I":318,"V":["0.00000721"]}]}}}
