[2025-08-23 19:12:49.289] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 19:12:49.948] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 19:12:50.600] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"cvxiwe1m7tpfeel02s60xym8k"}}
[2025-08-23 19:38:17.227] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":274,"TS":"2025-08-23T15:07:42.247","TID":10,"PID":1,"M":37,"S":11,"PLID":483085,"PLUUID":"f2ibn3ej2doay3b4u8ezeix62","PN":"D. Ramaj","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":14.2,"Y":53.8,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":174,"V":["NULL"]},{"I":389,"V":["NULL"]},{"I":21,"V":["NULL"]},{"I":233,"V":["280"]},{"I":372,"V":["814wqqgsn69364p9x17d7nxbi"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:38:20.666] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":280,"TS":"2025-08-23T15:07:42.147","TID":15,"PID":1,"M":37,"S":11,"PLID":486206,"PLUUID":"aplc9mad75h1k90o3qla9c7l6","PN":"P. Wimmer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":81.8,"Y":45.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":233,"V":["274"]},{"I":372,"V":["b9kzyivmt4cigkry3vl6ukx02"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["49.1214667685256"]},{"I":103,"V":["6.96202531645569"]},{"I":214,"V":["NULL"]},{"I":89,"V":["NULL"]},{"I":321,"V":["0.2944"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":458,"V":["NULL"]},{"I":468,"V":["278"]},{"I":469,"V":["eqy4wf6ukc7bydp2c422q8xrd"]},{"I":146,"V":["84.0865384615385"]},{"I":147,"V":["46.3888888888889"]},{"I":322,"V":["0.1851"]}]}}}
[2025-08-23 19:38:20.868] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":280,"TS":"2025-08-23T15:07:42.147","TID":15,"PID":1,"M":37,"S":11,"PLID":486206,"PLUUID":"aplc9mad75h1k90o3qla9c7l6","PN":"P. Wimmer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":81.8,"Y":45.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":233,"V":["274"]},{"I":372,"V":["b9kzyivmt4cigkry3vl6ukx02"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["49.1214667685256"]},{"I":103,"V":["6.96202531645569"]},{"I":214,"V":["NULL"]},{"I":89,"V":["NULL"]},{"I":321,"V":["0.2944"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":458,"V":["NULL"]},{"I":146,"V":["84.0865384615385"]},{"I":147,"V":["46.3888888888889"]},{"I":322,"V":["0.1851"]}]}}}
[2025-08-23 19:38:39.093] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":286,"TS":"2025-08-23T15:08:36.227","TID":1,"PID":1,"M":38,"S":5,"PLID":109219,"PLUUID":"acxwc7xxrtyssiy390t859kgl","PN":"M. Arnold","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":99.5,"Y":0.5,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":6,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["86.6"]},{"I":141,"V":["48.6"]},{"I":212,"V":["35.4017"]},{"I":213,"V":["1.963415"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.05402123"]}]}}}
[2025-08-23 19:38:39.484] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":287,"TS":"2025-08-23T15:08:38.260","TID":39,"PID":1,"M":38,"S":7,"PLID":486206,"PLUUID":"aplc9mad75h1k90o3qla9c7l6","PN":"P. Wimmer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":86.7,"Y":48,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":252,"V":["NULL"]}]}}}
[2025-08-23 19:38:40.744] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":288,"TS":"2025-08-23T15:08:39.299","TID":5,"PID":1,"M":38,"S":8,"PLID":486206,"PLUUID":"aplc9mad75h1k90o3qla9c7l6","PN":"P. Wimmer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":101.5,"Y":39.4,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 19:38:41.084] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":287,"TS":"2025-08-23T15:08:38.260","TID":13,"PID":1,"M":38,"S":7,"PLID":486206,"PLUUID":"aplc9mad75h1k90o3qla9c7l6","PN":"P. Wimmer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":86.7,"Y":48,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0716"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-23 19:38:41.893] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":279,"TS":"2025-08-23T15:08:39.505","TID":5,"PID":1,"M":38,"S":8,"PLID":486505,"PLUUID":"bqjrib66m08p1qw8315ljc38q","PN":"J. Sch\u00f6ppner","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":-1.2,"Y":55.8,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 19:38:45.306] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":287,"TS":"2025-08-23T15:08:38.260","TID":13,"PID":1,"M":38,"S":7,"PLID":486206,"PLUUID":"aplc9mad75h1k90o3qla9c7l6","PN":"P. Wimmer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":86.7,"Y":48,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":81,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["286"]},{"I":368,"V":["2kznc7ts0ez51yqwydlcchytl"]},{"I":102,"V":["39.4957983193277"]},{"I":103,"V":["88.8888888888889"]},{"I":321,"V":["0.0732"]},{"I":328,"V":["NULL"]},{"I":327,"V":["3"]},{"I":326,"V":["2"]},{"I":230,"V":["97.9759615384615"]},{"I":231,"V":["49.0972222222222"]}]}}}
[2025-08-23 19:38:49.170] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":280,"TS":"2025-08-23T15:08:44.690","TID":1,"PID":1,"M":38,"S":13,"PLID":483085,"PLUUID":"f2ibn3ej2doay3b4u8ezeix62","PN":"D. Ramaj","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":0,"X":5.1,"Y":59.2,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["69.9"]},{"I":141,"V":["45.9"]},{"I":212,"V":["68.63844"]},{"I":213,"V":["6.151038"]},{"I":1,"V":["NULL"]},{"I":74,"V":["NULL"]}]}}}
[2025-08-23 19:38:51.945] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":289,"TS":"2025-08-23T15:08:50.51","TID":1,"PID":1,"M":38,"S":19,"PLID":514716,"PLUUID":"2mwe6l0eu1tisri3eu26fx8x6","PN":"K. Fischer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":34.7,"Y":63.4,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["35"]},{"I":141,"V":["75.7"]},{"I":212,"V":["8.369929"]},{"I":213,"V":["1.533153"]},{"I":318,"V":["0.00001162"]}]}}}
[2025-08-23 19:38:52.188] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":290,"TS":"2025-08-23T15:08:51.556","TID":49,"PID":1,"M":38,"S":20,"PLID":522015,"PLUUID":"diyzb2gwf1zkvqyjc63085eui","PN":"A. Zehnter","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":35,"Y":75.7,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[]}}}
[2025-08-23 19:38:52.744] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":291,"TS":"2025-08-23T15:08:51.684","TID":1,"PID":1,"M":38,"S":20,"PLID":522015,"PLUUID":"diyzb2gwf1zkvqyjc63085eui","PN":"A. Zehnter","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":35,"Y":75.7,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["45.2"]},{"I":141,"V":["68.1"]},{"I":212,"V":["11.89169"]},{"I":213,"V":["5.833603"]},{"I":318,"V":["0.0000458"]}]}}}
[2025-08-23 19:38:54.127] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":292,"TS":"2025-08-23T15:08:52.435","TID":1,"PID":1,"M":38,"S":21,"PLID":570164,"PLUUID":"5d3stmq3pgka4qhdfoff35t9m","PN":"K. Koulierakis","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":45.2,"Y":68.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["44.2"]},{"I":141,"V":["88.6"]},{"I":212,"V":["13.97949"]},{"I":213,"V":["1.645977"]},{"I":318,"V":["0.00003159"]}]}}}
[2025-08-23 19:38:58.953] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":293,"TS":"2025-08-23T15:08:53.811","TID":1,"PID":1,"M":38,"S":23,"PLID":522015,"PLUUID":"diyzb2gwf1zkvqyjc63085eui","PN":"A. Zehnter","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":43.6,"Y":88.3,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.7"]},{"I":141,"V":["81.4"]},{"I":212,"V":["12.36943"]},{"I":213,"V":["3.530656"]},{"I":318,"V":["0.00000924"]}]}}}
[2025-08-23 19:39:03.369] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":294,"TS":"2025-08-23T15:08:58.579","TID":1,"PID":1,"M":38,"S":27,"PLID":514716,"PLUUID":"2mwe6l0eu1tisri3eu26fx8x6","PN":"K. Fischer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":31.6,"Y":66.7,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["37.9"]},{"I":141,"V":["29.8"]},{"I":212,"V":["25.94931"]},{"I":213,"V":["4.970154"]},{"I":318,"V":["0.00002289"]}]}}}
[2025-08-23 19:39:07.531] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":295,"TS":"2025-08-23T15:09:03.107","TID":1,"PID":1,"M":38,"S":32,"PLID":109219,"PLUUID":"acxwc7xxrtyssiy390t859kgl","PN":"M. Arnold","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":37.2,"Y":35.5,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.9"]},{"I":141,"V":["48.4"]},{"I":212,"V":["12.36524"]},{"I":213,"V":["2.352935"]},{"I":318,"V":["0.00000834"]}]}}}
[2025-08-23 19:39:07.985] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":287,"TS":"2025-08-23T15:08:38.260","TID":13,"PID":1,"M":38,"S":7,"PLID":486206,"PLUUID":"aplc9mad75h1k90o3qla9c7l6","PN":"P. Wimmer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":86.7,"Y":48,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":25,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":81,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["286"]},{"I":368,"V":["2kznc7ts0ez51yqwydlcchytl"]},{"I":102,"V":["39.4957983193277"]},{"I":103,"V":["88.8888888888889"]},{"I":321,"V":["0.0607"]},{"I":328,"V":["NULL"]},{"I":327,"V":["3"]},{"I":326,"V":["2"]},{"I":230,"V":["97.9759615384615"]},{"I":231,"V":["49.0972222222222"]}]}}}
[2025-08-23 19:39:10.383] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":296,"TS":"2025-08-23T15:09:07.139","TID":1,"PID":1,"M":38,"S":36,"PLID":214641,"PLUUID":"bm5w5xsbbflm26pdhmejwgvs9","PN":"M. Jenz","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":28.9,"Y":48.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33"]},{"I":141,"V":["59.2"]},{"I":212,"V":["8.689381"]},{"I":213,"V":["1.052464"]},{"I":318,"V":["0.00001036"]}]}}}
[2025-08-23 19:39:13.778] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":281,"TS":"2025-08-23T15:09:12.465","TID":39,"PID":1,"M":38,"S":41,"PLID":196243,"PLUUID":"6hotzhpidcjljm3u0ud1uqsid","PN":"B. Zivzivadze","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":95.4,"Y":58.8,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":61,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":252,"V":["NULL"]}]}}}
[2025-08-23 19:39:14.959] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":297,"TS":"2025-08-23T15:09:10.147","TID":1,"PID":1,"M":38,"S":39,"PLID":109219,"PLUUID":"acxwc7xxrtyssiy390t859kgl","PN":"M. Arnold","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":27.7,"Y":63.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["41.5"]},{"I":141,"V":["68.2"]},{"I":212,"V":["14.89923"]},{"I":213,"V":["0.2349184"]},{"I":318,"V":["0.00002744"]}]}}}
[2025-08-23 19:39:15.563] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":298,"TS":"2025-08-23T15:09:14.643","TID":1,"PID":1,"M":38,"S":43,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":39.5,"Y":63.4,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36.3"]},{"I":141,"V":["43.8"]},{"I":212,"V":["13.74501"]},{"I":213,"V":["4.465434"]},{"I":318,"V":["0.00002146"]}]}}}
[2025-08-23 19:39:16.746] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":299,"TS":"2025-08-23T15:09:15.250","TID":1,"PID":1,"M":38,"S":44,"PLID":424001,"PLUUID":"adi6l78sdvet408eho4fi4xk9","PN":"Vinicius Souza","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":36.3,"Y":43.8,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["55.6"]},{"I":141,"V":["48.1"]},{"I":212,"V":["20.47486"]},{"I":213,"V":["0.1432992"]},{"I":318,"V":["0.00025392"]}]}}}
[2025-08-23 19:39:17.564] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":300,"TS":"2025-08-23T15:09:16.386","TID":1,"PID":1,"M":38,"S":45,"PLID":522019,"PLUUID":"8ri0md3tr27a1bn10xmfkgsus","PN":"D. Pej\u010dinovi\u0107","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":55.6,"Y":48.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["54.9"]},{"I":141,"V":["62.8"]},{"I":212,"V":["10.02299"]},{"I":213,"V":["1.644194"]},{"I":318,"V":["0.00027411"]}]}}}
[2025-08-23 19:39:18.948] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":301,"TS":"2025-08-23T15:09:17.938","TID":1,"PID":1,"M":38,"S":47,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":54.7,"Y":68.2,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["80.2"]},{"I":141,"V":["77.2"]},{"I":212,"V":["27.46552"]},{"I":213,"V":["0.2247112"]},{"I":318,"V":["0.00384182"]}]}}}
[2025-08-23 19:39:22.564] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":302,"TS":"2025-08-23T15:09:21.490","TID":1,"PID":1,"M":38,"S":50,"PLID":486206,"PLUUID":"aplc9mad75h1k90o3qla9c7l6","PN":"P. Wimmer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":92.6,"Y":74.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["93.1"]},{"I":141,"V":["53.7"]},{"I":212,"V":["13.88193"]},{"I":213,"V":["4.750217"]}]}}}
[2025-08-23 19:39:23.362] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":282,"TS":"2025-08-23T15:09:23.26","TID":8,"PID":1,"M":38,"S":52,"PLID":241234,"PLUUID":"2o570lgb5c364c395zp1ccqqy","PN":"T. Siersleben","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":9,"Y":47.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:39:24.964] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":283,"TS":"2025-08-23T15:09:24.449","TID":5,"PID":1,"M":38,"S":53,"PLID":241234,"PLUUID":"2o570lgb5c364c395zp1ccqqy","PN":"T. Siersleben","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":0,"X":16.4,"Y":-1.5,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:39:25.972] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":303,"TS":"2025-08-23T15:09:24.339","TID":5,"PID":1,"M":38,"S":53,"PLID":486206,"PLUUID":"aplc9mad75h1k90o3qla9c7l6","PN":"P. Wimmer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":77.5,"Y":100.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:39:30.188] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":304,"TS":"2025-08-23T15:09:29.187","TID":1,"PID":1,"M":38,"S":58,"PLID":522015,"PLUUID":"diyzb2gwf1zkvqyjc63085eui","PN":"A. Zehnter","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":77.5,"Y":100.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["96.9"]},{"I":141,"V":["90.4"]},{"I":212,"V":["21.5851"]},{"I":213,"V":["5.946051"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00019808"]}]}}}
[2025-08-23 19:39:32.186] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":305,"TS":"2025-08-23T15:09:31.315","TID":3,"PID":1,"M":39,"S":0,"PLID":486206,"PLUUID":"aplc9mad75h1k90o3qla9c7l6","PN":"P. Wimmer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":87.5,"Y":86.2,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 19:39:38.604] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":284,"TS":"2025-08-23T15:09:37.473","TID":1,"PID":1,"M":39,"S":6,"PLID":196243,"PLUUID":"6hotzhpidcjljm3u0ud1uqsid","PN":"B. Zivzivadze","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":22.3,"Y":29.4,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["20.3"]},{"I":141,"V":["39.2"]},{"I":212,"V":["6.987052"]},{"I":213,"V":["1.876072"]},{"I":318,"V":["0.00000189"]}]}}}
[2025-08-23 19:39:38.817] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":285,"TS":"2025-08-23T15:09:38.257","TID":49,"PID":1,"M":39,"S":7,"PLID":204587,"PLUUID":"5q3ft0wiy6lsy937j7nw6msq1","PN":"N. Dorsch","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":20.6,"Y":39.5,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[]}}}
[2025-08-23 19:39:39.422] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":286,"TS":"2025-08-23T15:09:38.545","TID":1,"PID":1,"M":39,"S":7,"PLID":204587,"PLUUID":"5q3ft0wiy6lsy937j7nw6msq1","PN":"N. Dorsch","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":20.3,"Y":37.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["21.7"]},{"I":141,"V":["17.7"]},{"I":212,"V":["13.81443"]},{"I":213,"V":["4.819001"]},{"I":318,"V":["0.00000181"]}]}}}
[2025-08-23 19:39:42.788] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":287,"TS":"2025-08-23T15:09:39.201","TID":1,"PID":1,"M":39,"S":8,"PLID":193494,"PLUUID":"98glpci54ztzmd3yn1kttlvpx","PN":"M. Busch","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":22.1,"Y":17.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["18.5"]},{"I":141,"V":["5.6"]},{"I":212,"V":["9.178502"]},{"I":213,"V":["4.287926"]},{"I":318,"V":["0.00000087"]}]}}}
[2025-08-23 19:39:43.089] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":306,"TS":"2025-08-23T15:09:42.754","TID":49,"PID":1,"M":39,"S":12,"PLID":570164,"PLUUID":"5d3stmq3pgka4qhdfoff35t9m","PN":"K. Koulierakis","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":44.1,"Y":85.5,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[]}}}
[2025-08-23 19:39:43.299] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":288,"TS":"2025-08-23T15:09:42.449","TID":1,"PID":1,"M":39,"S":11,"PLID":153635,"PLUUID":"9heh3f6hvyp4sgbu0ft4xfh05","PN":"P. Mainka","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":0,"X":20.7,"Y":6.5,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["60.0"]},{"I":141,"V":["11.9"]},{"I":212,"V":["41.42805"]},{"I":213,"V":["0.08875205"]},{"I":1,"V":["NULL"]}]}}}
