[2025-08-17 21:01:28.187] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-17 21:01:28.910] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-17 21:01:29.626] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"74h5os2atpg4gkrdbrss9gefo"}}
[2025-08-17 22:39:16.146] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":725,"TS":"2025-08-17T18:09:12.910","TID":1,"PID":2,"M":94,"S":49,"PLID":103116,"PLUUID":"cglp4k40r1t672m7j0eb5ktsl","PN":"D. L\u00e9on","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":20.7,"Y":22.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":198,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["74.1"]},{"I":141,"V":["77.4"]},{"I":212,"V":["67.39885"]},{"I":213,"V":["0.5882495"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-17 22:39:17.956] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":834,"TS":"2025-08-17T18:09:18.443","TID":61,"PID":2,"M":94,"S":54,"PLID":476401,"PLUUID":"5emz2pmqmy4ksbmmt3krbtzze","PN":"F. Mendy","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":30.2,"Y":30.5,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-17 22:39:19.578] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":726,"TS":"2025-08-17T18:09:20.107","TID":61,"PID":2,"M":94,"S":56,"PLID":544908,"PLUUID":"ykp13dluyk1dwzunv5qj2yhg","PN":"L. Coulibaly","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":69.2,"Y":77.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-17 22:39:21.978] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":835,"TS":"2025-08-17T18:09:22.492","TID":49,"PID":2,"M":94,"S":58,"PLID":606371,"PLUUID":"5wsz3usdkj01snq28pzpiwb2s","PN":"A. Avom","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":35.3,"Y":29,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-17 22:39:22.571] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":727,"TS":"2025-08-17T18:09:23.182","TID":61,"PID":2,"M":94,"S":59,"PLID":247389,"PLUUID":"ebx4h86svfnvegspalqgxqfah","PN":"E. Owusu","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":68.8,"Y":74.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-17 22:39:27.562] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":836,"TS":"2025-08-17T18:09:22.639","TID":1,"PID":2,"M":94,"S":59,"PLID":606371,"PLUUID":"5wsz3usdkj01snq28pzpiwb2s","PN":"A. Avom","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":35.3,"Y":29,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.5"]},{"I":141,"V":["72.9"]},{"I":212,"V":["29.86382"]},{"I":213,"V":["1.598928"]},{"I":318,"V":["0.00001456"]}]}}}
[2025-08-17 22:39:32.965] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":837,"TS":"2025-08-17T18:09:28.124","TID":1,"PID":2,"M":95,"S":4,"PLID":177020,"PLUUID":"31ur1f7xmxndnnabhrxyov6xh","PN":"Igor Silva","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":57.5,"Y":76.7,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["68.8"]},{"I":141,"V":["93.6"]},{"I":212,"V":["16.518"]},{"I":213,"V":["0.76943"]},{"I":318,"V":["0.00032772"]}]}}}
[2025-08-17 22:39:38.671] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":838,"TS":"2025-08-17T18:09:33.404","TID":1,"PID":2,"M":95,"S":9,"PLID":544821,"PLUUID":"6m85ntwegbkk9zkodmxka76dw","PN":"D. Karim","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":74.1,"Y":91.8,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["70.3"]},{"I":141,"V":["81.9"]},{"I":212,"V":["7.825594"]},{"I":213,"V":["4.177361"]},{"I":318,"V":["0.00076922"]}]}}}
[2025-08-17 22:39:38.994] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":839,"TS":"2025-08-17T18:09:39.132","TID":3,"PID":2,"M":95,"S":15,"PLID":177020,"PLUUID":"31ur1f7xmxndnnabhrxyov6xh","PN":"Igor Silva","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":73.8,"Y":83,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 22:39:41.187] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":782,"TS":"2025-08-17T18:02:49.264","TID":13,"PID":2,"M":88,"S":25,"PLID":250182,"PLUUID":"92x4ssmd4sq2upjn0dyws5wq1","PN":"A. Tosin","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":88.7,"Y":49.3,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":320,"V":["1"]},{"I":24,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":73,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["780"]},{"I":368,"V":["75uwpxcryy163bp3rwdnx9ulu"]},{"I":102,"V":["63.6974789915966"]},{"I":103,"V":["23.6111111111111"]},{"I":321,"V":["0.072"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":459,"V":["NULL"]},{"I":153,"V":["NULL"]},{"I":146,"V":["97.5865384615385"]},{"I":147,"V":["59.2083333333333"]},{"I":230,"V":["98.625"]},{"I":231,"V":["49.6388888888889"]}]}}}
[2025-08-17 22:39:41.987] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":728,"TS":"2025-08-17T18:09:40.791","TID":7,"PID":2,"M":95,"S":17,"PLID":519343,"PLUUID":"1ho9nox6j8s5cxd1kxjspsrca","PN":"M. Senaya","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":20.5,"Y":7.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":167,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 22:39:45.194] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":729,"TS":"2025-08-17T18:09:42.424","TID":5,"PID":2,"M":95,"S":18,"PLID":519343,"PLUUID":"1ho9nox6j8s5cxd1kxjspsrca","PN":"M. Senaya","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":29.1,"Y":-1,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-17 22:39:48.012] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":782,"TS":"2025-08-17T18:02:49.264","TID":13,"PID":2,"M":88,"S":25,"PLID":250182,"PLUUID":"92x4ssmd4sq2upjn0dyws5wq1","PN":"A. Tosin","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":88.7,"Y":49.3,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":320,"V":["1"]},{"I":24,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":73,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["780"]},{"I":368,"V":["75uwpxcryy163bp3rwdnx9ulu"]},{"I":102,"V":["63.6974789915966"]},{"I":103,"V":["23.6111111111111"]},{"I":321,"V":["0.072"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":153,"V":["NULL"]},{"I":146,"V":["97.5865384615385"]},{"I":147,"V":["59.2083333333333"]},{"I":230,"V":["98.625"]},{"I":231,"V":["49.6388888888889"]}]}}}
[2025-08-17 22:39:57.003] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":840,"TS":"2025-08-17T18:09:43.309","TID":5,"PID":2,"M":95,"S":19,"PLID":177020,"PLUUID":"31ur1f7xmxndnnabhrxyov6xh","PN":"Igor Silva","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":82.3,"Y":101.7,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-17 22:39:59.820] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":730,"TS":"2025-08-17T18:09:59.975","TID":44,"PID":2,"M":95,"S":36,"PLID":208973,"PLUUID":"a1oi2uvchhnwi4kqw9npdp0q1","PN":"F. Sierralta","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":11.7,"Y":40.1,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 22:40:00.410] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":731,"TS":"2025-08-17T18:10:00.391","TID":12,"PID":2,"M":95,"S":36,"PLID":208973,"PLUUID":"a1oi2uvchhnwi4kqw9npdp0q1","PN":"F. Sierralta","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":11.6,"Y":40.1,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["12.9"]},{"I":141,"V":["39.1"]},{"I":212,"V":["1.525"]},{"I":213,"V":["5.821004"]}]}}}
[2025-08-17 22:40:01.046] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":841,"TS":"2025-08-17T18:09:57.469","TID":1,"PID":2,"M":95,"S":33,"PLID":493900,"PLUUID":"e32urdrdkp44zmnt6ptg0k12i","PN":"D. Yongwa","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":81.8,"Y":101.3,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["87.9"]},{"I":141,"V":["69"]},{"I":212,"V":["22.87884"]},{"I":213,"V":["4.996134"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00238438"]}]}}}
[2025-08-17 22:40:01.414] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":842,"TS":"2025-08-17T18:10:01.613","TID":44,"PID":2,"M":95,"S":38,"PLID":422480,"PLUUID":"996i59930r3kd4xk48x9fsp2h","PN":"M. Talbi","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":87.9,"Y":68.7,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 22:40:02.450] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":843,"TS":"2025-08-17T18:10:02.762","TID":61,"PID":2,"M":95,"S":39,"PLID":422480,"PLUUID":"996i59930r3kd4xk48x9fsp2h","PN":"M. Talbi","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":87.9,"Y":68,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-17 22:40:03.406] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":732,"TS":"2025-08-17T18:10:03.881","TID":61,"PID":2,"M":95,"S":40,"PLID":545272,"PLUUID":"4sjs5ktvkun9g96w6h5a39puc","PN":"K. Danois","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":28.7,"Y":35.2,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-17 22:40:06.135] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":733,"TS":"2025-08-17T18:10:06.688","TID":50,"PID":2,"M":95,"S":43,"PLID":544908,"PLUUID":"ykp13dluyk1dwzunv5qj2yhg","PN":"L. Coulibaly","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":30.8,"Y":33.8,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 22:40:09.700] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":844,"TS":"2025-08-17T18:10:05.453","TID":7,"PID":2,"M":95,"S":41,"PLID":107258,"PLUUID":"3hiehiu25aufrc0q9890haqc5","PN":"L. Abergel","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":68.1,"Y":63.5,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 22:40:12.272] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":845,"TS":"2025-08-17T18:10:10.221","TID":1,"PID":2,"M":95,"S":46,"PLID":476401,"PLUUID":"5emz2pmqmy4ksbmmt3krbtzze","PN":"F. Mendy","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":56,"Y":58.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["68.7"]},{"I":141,"V":["27.4"]},{"I":212,"V":["24.94371"]},{"I":213,"V":["5.276428"]},{"I":318,"V":["0.00129039"]}]}}}
[2025-08-17 22:40:12.593] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":846,"TS":"2025-08-17T18:10:12.813","TID":1,"PID":2,"M":95,"S":49,"PLID":250182,"PLUUID":"92x4ssmd4sq2upjn0dyws5wq1","PN":"A. Tosin","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":68.7,"Y":27.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["68.7"]},{"I":141,"V":["27.4"]},{"I":212,"V":["0"]},{"I":213,"V":["0"]}]}}}
[2025-08-17 22:40:13.194] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":734,"TS":"2025-08-17T18:10:13.640","TID":62,"PID":2,"M":95,"S":50,"PLID":0,"PLUUID":"6sp9r67d1qbx0r7c1xxc6s9g5","PN":"C. P\u00e9lissier","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":50,"Y":50,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-17 22:40:14.942] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":735,"TS":"2025-08-17T18:10:15.417","TID":49,"PID":2,"M":95,"S":51,"PLID":584863,"PLUUID":"2173tp0hk6gsx2o46hx4h5mju","PN":"C. Akpa","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":30.8,"Y":77,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-17 22:40:19.350] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":782,"TS":"2025-08-17T18:02:46.264","TID":13,"PID":2,"M":88,"S":22,"PLID":250182,"PLUUID":"92x4ssmd4sq2upjn0dyws5wq1","PN":"A. Tosin","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":88.7,"Y":49.3,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":320,"V":["1"]},{"I":24,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":73,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["780"]},{"I":368,"V":["75uwpxcryy163bp3rwdnx9ulu"]},{"I":102,"V":["83.5294117647059"]},{"I":103,"V":["11.1111111111111"]},{"I":321,"V":["0.072"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":153,"V":["NULL"]},{"I":146,"V":["89.9278846153846"]},{"I":147,"V":["50.7222222222222"]},{"I":230,"V":["98.625"]},{"I":231,"V":["49.6388888888889"]}]}}}
[2025-08-17 22:40:19.757] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":847,"TS":"2025-08-17T18:10:20.317","TID":45,"PID":2,"M":95,"S":56,"PLID":177020,"PLUUID":"31ur1f7xmxndnnabhrxyov6xh","PN":"Igor Silva","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":27.5,"Y":48.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 22:40:19.940] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":736,"TS":"2025-08-17T18:10:15.711","TID":1,"PID":2,"M":95,"S":52,"PLID":584863,"PLUUID":"2173tp0hk6gsx2o46hx4h5mju","PN":"C. Akpa","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":30.8,"Y":77,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["70.6"]},{"I":141,"V":["53.7"]},{"I":212,"V":["44.69269"]},{"I":213,"V":["5.920795"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00224491"]}]}}}
[2025-08-17 22:40:22.961] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":737,"TS":"2025-08-17T18:10:20.361","TID":1,"PID":2,"M":95,"S":56,"PLID":421350,"PLUUID":"2r6suw717hgzqsp8ogvwdfk6h","PN":"T. Bair","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":71,"Y":53.1,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["71.6"]},{"I":141,"V":["73.5"]},{"I":212,"V":["13.8863"]},{"I":213,"V":["1.525412"]},{"I":318,"V":["0.00218817"]}]}}}
[2025-08-17 22:40:24.150] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":738,"TS":"2025-08-17T18:10:23.480","TID":1,"PID":2,"M":95,"S":59,"PLID":544908,"PLUUID":"ykp13dluyk1dwzunv5qj2yhg","PN":"L. Coulibaly","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":72,"Y":64.4,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["72.0"]},{"I":141,"V":["64.4"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]},{"I":318,"V":["0.00267042"]}]}}}
[2025-08-17 22:40:34.389] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":739,"TS":"2025-08-17T18:10:34.640","TID":61,"PID":2,"M":96,"S":11,"PLID":545272,"PLUUID":"4sjs5ktvkun9g96w6h5a39puc","PN":"K. Danois","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":99,"Y":11.3,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-17 22:40:36.755] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":740,"TS":"2025-08-17T18:10:37.97","TID":5,"PID":2,"M":96,"S":13,"PLID":545272,"PLUUID":"4sjs5ktvkun9g96w6h5a39puc","PN":"K. Danois","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":95.5,"Y":-1.7,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-17 22:40:48.174] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":848,"TS":"2025-08-17T18:02:47.139","TID":39,"PID":2,"M":88,"S":23,"PLID":422480,"PLUUID":"996i59930r3kd4xk48x9fsp2h","PN":"M. Talbi","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":89.7,"Y":52.6,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":253,"V":["NULL"]}]}}}
[2025-08-17 22:40:48.579] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":849,"TS":"2025-08-17T18:10:28.814","TID":5,"PID":2,"M":96,"S":5,"PLID":177020,"PLUUID":"31ur1f7xmxndnnabhrxyov6xh","PN":"Igor Silva","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":3,"Y":101.1,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-17 22:40:50.207] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":850,"TS":"2025-08-17T18:10:49.134","TID":1,"PID":2,"M":96,"S":25,"PLID":493900,"PLUUID":"e32urdrdkp44zmnt6ptg0k12i","PN":"D. Yongwa","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":3.3,"Y":101.6,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["17.4"]},{"I":141,"V":["91.8"]},{"I":212,"V":["16.23567"]},{"I":213,"V":["5.860233"]},{"I":318,"V":["0.00000012"]}]}}}
[2025-08-17 22:40:52.192] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":851,"TS":"2025-08-17T18:10:50.766","TID":1,"PID":2,"M":96,"S":27,"PLID":544821,"PLUUID":"6m85ntwegbkk9zkodmxka76dw","PN":"D. Karim","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":17.4,"Y":91.8,"STAT":{"CPID":2,"SC":"1:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["8.7"]},{"I":141,"V":["94.7"]},{"I":212,"V":["9.345428"]},{"I":213,"V":["2.928982"]},{"I":318,"V":["0.00000022"]}]}}}
