[2025-08-19 00:32:44.800] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-19 00:32:45.449] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-19 00:32:46.097] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"13ylro8dy443m52qxwrxm9zis"}}
[2025-08-19 02:10:10.853] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":672,"TS":"2025-08-18T21:40:08.787","TID":1,"PID":2,"M":80,"S":32,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":65.2,"Y":39.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["72.8"]},{"I":141,"V":["25.2"]},{"I":212,"V":["12.73757"]},{"I":213,"V":["5.389435"]},{"I":318,"V":["0.00151031"]}]}}}
[2025-08-19 02:10:13.200] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":673,"TS":"2025-08-18T21:40:10.690","TID":1,"PID":2,"M":80,"S":34,"PLID":215413,"PLUUID":"2bkp1lcaxmvwoanxwo0775cdl","PN":"K. Dewsbury-Hall","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":71,"Y":22.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["80.9"]},{"I":141,"V":["5.3"]},{"I":212,"V":["15.69865"]},{"I":213,"V":["5.436085"]},{"I":318,"V":["0.00072603"]}]}}}
[2025-08-19 02:10:18.121] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":674,"TS":"2025-08-18T21:40:13.43","TID":1,"PID":2,"M":80,"S":37,"PLID":512462,"PLUUID":"8u5vfczmsnklqp9bpilrbvy8k","PN":"J. O'Brien","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":81.1,"Y":5.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["78.2"]},{"I":141,"V":["19"]},{"I":212,"V":["9.801014"]},{"I":213,"V":["1.886707"]},{"I":318,"V":["0.0014739"]}]}}}
[2025-08-19 02:10:18.532] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":675,"TS":"2025-08-18T21:40:18.83","TID":3,"PID":2,"M":80,"S":42,"PLID":440993,"PLUUID":"3dm2bfuoyips4rbj0vhvbp9be","PN":"I. Ndiaye","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":91.3,"Y":16.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-19 02:10:19.554] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":676,"TS":"2025-08-18T21:40:19.421","TID":61,"PID":2,"M":80,"S":43,"PLID":440993,"PLUUID":"3dm2bfuoyips4rbj0vhvbp9be","PN":"I. Ndiaye","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":91.3,"Y":16.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-19 02:10:25.138] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":775,"TS":"2025-08-18T21:40:21.276","TID":12,"PID":2,"M":80,"S":45,"PLID":486520,"PLUUID":"dr0kn3srxtg7nuw99gjoim7e1","PN":"I. Gruev","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":10.6,"Y":71.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.4"]},{"I":141,"V":["73.9"]},{"I":212,"V":["18.78673"]},{"I":213,"V":["0.1015224"]}]}}}
[2025-08-19 02:10:25.732] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":677,"TS":"2025-08-18T21:40:24.163","TID":1,"PID":2,"M":80,"S":48,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":68.2,"Y":36.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["61.9"]},{"I":141,"V":["60.2"]},{"I":212,"V":["17.48371"]},{"I":213,"V":["1.958812"]},{"I":318,"V":["0.00074985"]}]}}}
[2025-08-19 02:10:28.438] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":678,"TS":"2025-08-18T21:40:25.554","TID":1,"PID":2,"M":80,"S":49,"PLID":80801,"PLUUID":"ceerfv28fygp7m2euv5n5uu39","PN":"I. Gueye","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":61.9,"Y":60.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["45.4"]},{"I":141,"V":["62.8"]},{"I":212,"V":["17.41498"]},{"I":213,"V":["3.039896"]},{"I":318,"V":["0.00007717"]}]}}}
[2025-08-19 02:10:32.109] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":679,"TS":"2025-08-18T21:40:28.163","TID":1,"PID":2,"M":80,"S":52,"PLID":106611,"PLUUID":"6og6s61vrg51rfqxk9cipylzp","PN":"M. Keane","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":42.9,"Y":64.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["20.5"]},{"I":141,"V":["44.2"]},{"I":212,"V":["27.16892"]},{"I":213,"V":["3.665852"]},{"I":318,"V":["0.00000315"]}]}}}
[2025-08-19 02:10:34.795] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":680,"TS":"2025-08-18T21:40:31.954","TID":1,"PID":2,"M":80,"S":56,"PLID":111234,"PLUUID":"e8dina16u5kt5ho4u5igtmimt","PN":"J. Pickford","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":20.5,"Y":44.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.1"]},{"I":141,"V":["49.3"]},{"I":212,"V":["12.6641"]},{"I":213,"V":["0.2773885"]},{"I":318,"V":["0.00000589"]}]}}}
[2025-08-19 02:10:34.997] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":681,"TS":"2025-08-18T21:40:34.675","TID":61,"PID":2,"M":80,"S":58,"PLID":502697,"PLUUID":"18qxb54ol1s4mtgl7n3224ciy","PN":"C. Alcaraz","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":32.4,"Y":48,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-19 02:10:36.869] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":776,"TS":"2025-08-18T21:40:35.996","TID":1,"PID":2,"M":81,"S":0,"PLID":486520,"PLUUID":"dr0kn3srxtg7nuw99gjoim7e1","PN":"I. Gruev","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":65.5,"Y":64.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["75.1"]},{"I":141,"V":["73.2"]},{"I":212,"V":["11.7924"]},{"I":213,"V":["0.5456551"]},{"I":318,"V":["0.00210031"]}]}}}
[2025-08-19 02:10:37.269] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":777,"TS":"2025-08-18T21:40:36.804","TID":49,"PID":2,"M":81,"S":0,"PLID":174594,"PLUUID":"embn1jhcly07i6pjcvcdiavo5","PN":"L. Nmecha","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":74.1,"Y":72.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-19 02:10:38.147] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":778,"TS":"2025-08-18T21:40:36.916","TID":1,"PID":2,"M":81,"S":0,"PLID":174594,"PLUUID":"embn1jhcly07i6pjcvcdiavo5","PN":"L. Nmecha","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":74.1,"Y":72.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["75.2"]},{"I":141,"V":["57.6"]},{"I":212,"V":["10.46791"]},{"I":213,"V":["4.822951"]},{"I":318,"V":["0.00501781"]}]}}}
[2025-08-19 02:10:39.401] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":779,"TS":"2025-08-18T21:40:38.108","TID":1,"PID":2,"M":81,"S":2,"PLID":248056,"PLUUID":"28ucbvor6b0yxreoieehudfc9","PN":"A. Tanaka","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":75.2,"Y":57.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["86.6"]},{"I":141,"V":["69.7"]},{"I":212,"V":["14.52518"]},{"I":213,"V":["0.6022093"]},{"I":318,"V":["0.01399232"]}]}}}
[2025-08-19 02:10:39.801] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":780,"TS":"2025-08-18T21:40:39.180","TID":39,"PID":2,"M":81,"S":3,"PLID":174594,"PLUUID":"embn1jhcly07i6pjcvcdiavo5","PN":"L. Nmecha","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":86.6,"Y":68.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":250,"V":["NULL"]}]}}}
[2025-08-19 02:10:40.673] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":682,"TS":"2025-08-18T21:40:40.627","TID":10,"PID":2,"M":81,"S":4,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":10.7,"Y":40.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":94,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-19 02:10:44.596] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":781,"TS":"2025-08-18T21:40:42.420","TID":1,"PID":2,"M":81,"S":6,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":72.1,"Y":69.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["86.5"]},{"I":141,"V":["81.1"]},{"I":212,"V":["17.02254"]},{"I":213,"V":["0.4773094"]},{"I":318,"V":["0.0034995"]}]}}}
[2025-08-19 02:10:45.937] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":683,"TS":"2025-08-18T21:40:45.811","TID":10,"PID":2,"M":81,"S":9,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":8.8,"Y":42.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":94,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-19 02:10:45.980] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":782,"TS":"2025-08-18T21:40:44.548","TID":1,"PID":2,"M":81,"S":8,"PLID":221399,"PLUUID":"6kih58n0fzlod6c792xpey57t","PN":"J. Harrison","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":92.9,"Y":76,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["94.8"]},{"I":141,"V":["66.9"]},{"I":212,"V":["6.501644"]},{"I":213,"V":["5.024266"]}]}}}
[2025-08-19 02:10:48.887] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":684,"TS":"2025-08-18T21:40:48.754","TID":61,"PID":2,"M":81,"S":12,"PLID":80801,"PLUUID":"ceerfv28fygp7m2euv5n5uu39","PN":"I. Gueye","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":14.5,"Y":47.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-19 02:10:50.452] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":783,"TS":"2025-08-18T21:40:49.284","TID":39,"PID":2,"M":81,"S":13,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":75.8,"Y":47.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":250,"V":["NULL"]}]}}}
[2025-08-19 02:10:51.225] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":685,"TS":"2025-08-18T21:40:50.994","TID":10,"PID":2,"M":81,"S":15,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":7.1,"Y":51.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":94,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-19 02:10:51.640] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":784,"TS":"2025-08-18T21:40:51.461","TID":85,"PID":2,"M":81,"S":15,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":75.8,"Y":47.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-19 02:10:52.025] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":686,"TS":"2025-08-18T21:40:51.955","TID":85,"PID":2,"M":81,"S":16,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":7.1,"Y":51.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-19 02:10:58.229] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":783,"TS":"2025-08-18T21:40:49.284","TID":15,"PID":2,"M":81,"S":13,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":75.2,"Y":44.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0288"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]}]}}}
[2025-08-19 02:10:59.290] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":784,"TS":"2025-08-18T21:40:51.461","TID":43,"PID":2,"M":81,"S":15,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":85.6,"Y":47.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":75,"V":[null]},{"I":233,"V":["686"]},{"I":372,"V":["ck3iba5z87ry5ypj7e0vhakqg"]},{"I":144,"V":["6"]}]}}}
[2025-08-19 02:10:59.324] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":780,"TS":"2025-08-18T21:40:39.180","TID":15,"PID":2,"M":81,"S":3,"PLID":174594,"PLUUID":"embn1jhcly07i6pjcvcdiavo5","PN":"L. Nmecha","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":86.1,"Y":64.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0476"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]}]}}}
[2025-08-19 02:10:59.711] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":686,"TS":"2025-08-18T21:40:51.955","TID":43,"PID":2,"M":81,"S":16,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":15.6000003814697,"Y":52.2000007629395,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":73,"V":[null]},{"I":144,"V":["6"]}]}}}
[2025-08-19 02:11:00.297] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":785,"TS":"2025-08-18T21:41:00.141","TID":86,"PID":2,"M":81,"S":24,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":90.8,"Y":52.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-19 02:11:01.092] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":685,"TS":"2025-08-18T21:40:50.994","TID":43,"PID":2,"M":81,"S":15,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":7.09999990463257,"Y":51.9000015258789,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":94,"V":[null]},{"I":56,"V":["Back"]},{"I":144,"V":["10"]}]}}}
[2025-08-19 02:11:02.221] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":687,"TS":"2025-08-18T21:41:02.180","TID":86,"PID":2,"M":81,"S":26,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":9,"Y":51.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-19 02:11:06.348] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":780,"TS":"2025-08-18T21:40:39.180","TID":15,"PID":2,"M":81,"S":3,"PLID":174594,"PLUUID":"embn1jhcly07i6pjcvcdiavo5","PN":"L. Nmecha","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":86.1,"Y":64.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":76,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["779"]},{"I":368,"V":["7oqkz5iyh361bhio3almhvkxi"]},{"I":102,"V":["53.8"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0573"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]},{"I":146,"V":["89.4"]},{"I":147,"V":["61.7"]},{"I":230,"V":["2.54326923076923"]},{"I":231,"V":["47.2916666666667"]}]}}}
[2025-08-19 02:11:06.561] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":780,"TS":"2025-08-18T21:40:39.180","TID":15,"PID":2,"M":81,"S":3,"PLID":174594,"PLUUID":"embn1jhcly07i6pjcvcdiavo5","PN":"L. Nmecha","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":86.1,"Y":64.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":233,"V":["682"]},{"I":372,"V":["dn9id0abu9adev86wi2y7ils1"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":76,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["779"]},{"I":368,"V":["7oqkz5iyh361bhio3almhvkxi"]},{"I":102,"V":["53.8"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0573"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]},{"I":146,"V":["89.4"]},{"I":147,"V":["61.7"]},{"I":230,"V":["2.54326923076923"]},{"I":231,"V":["47.2916666666667"]}]}}}
[2025-08-19 02:11:06.604] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":780,"TS":"2025-08-18T21:40:39.180","TID":15,"PID":2,"M":81,"S":3,"PLID":174594,"PLUUID":"embn1jhcly07i6pjcvcdiavo5","PN":"L. Nmecha","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":86.1,"Y":64.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":233,"V":["682"]},{"I":372,"V":["dn9id0abu9adev86wi2y7ils1"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":64,"V":["NULL"]},{"I":76,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["779"]},{"I":368,"V":["7oqkz5iyh361bhio3almhvkxi"]},{"I":102,"V":["53.8"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0573"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]},{"I":146,"V":["89.4"]},{"I":147,"V":["61.7"]},{"I":230,"V":["2.54326923076923"]},{"I":231,"V":["47.2916666666667"]}]}}}
[2025-08-19 02:11:06.757] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":682,"TS":"2025-08-18T21:40:39.280","TID":10,"PID":2,"M":81,"S":3,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":10.6,"Y":38.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":94,"V":["NULL"]},{"I":233,"V":["780"]},{"I":372,"V":["8z33psgylakei5yj2weeefomi"]},{"I":56,"V":["Back"]}]}}}
