[2025-08-17 18:38:24.217] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-17 18:38:24.935] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-17 18:38:25.673] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"12znl0wq9dni0y2j3xb2dsmj8"}}
[2025-08-17 20:21:46.321] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":880,"TS":"2025-08-17T15:51:42.819","TID":1,"PID":2,"M":90,"S":7,"PLID":180736,"PLUUID":"5e2zgfe3ltc6qbnoqdfshqsph","PN":"T. Chalobah","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":68.3,"Y":93.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["86.4"]},{"I":141,"V":["77.4"]},{"I":212,"V":["21.86526"]},{"I":213,"V":["5.765945"]},{"I":318,"V":["0.00390052"]}]}}}
[2025-08-17 20:21:46.516] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":881,"TS":"2025-08-17T15:51:46.147","TID":1,"PID":2,"M":90,"S":10,"PLID":244851,"PLUUID":"dl10343h8yopcgerzur5samwa","PN":"C. Palmer","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":95,"Y":74.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["95.4"]},{"I":141,"V":["69.6"]},{"I":212,"V":["3.223479"]},{"I":213,"V":["4.843054"]}]}}}
[2025-08-17 20:21:46.698] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":570,"TS":"2025-08-17T15:51:46.648","TID":74,"PID":2,"M":90,"S":11,"PLID":437499,"PLUUID":"7e7w34imugzsufvytjxytupd5","PN":"M. Lacroix","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":5.7,"Y":28.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 20:21:47.228] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":882,"TS":"2025-08-17T15:51:47.107","TID":61,"PID":2,"M":90,"S":11,"PLID":244851,"PLUUID":"dl10343h8yopcgerzur5samwa","PN":"C. Palmer","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":95.3,"Y":69.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-17 20:21:47.361] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":571,"TS":"2025-08-17T15:51:47.415","TID":61,"PID":2,"M":90,"S":11,"PLID":437499,"PLUUID":"7e7w34imugzsufvytjxytupd5","PN":"M. Lacroix","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":5.4,"Y":29.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-17 20:21:48.699] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":572,"TS":"2025-08-17T15:51:48.312","TID":1,"PID":2,"M":90,"S":12,"PLID":232185,"PLUUID":"44s112hd02w1i2ucvai9jy7e1","PN":"I. Sarr","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":10.2,"Y":30.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["6.8"]},{"I":141,"V":["29.4"]},{"I":212,"V":["3.601593"]},{"I":213,"V":["3.274144"]},{"I":318,"V":["0.00000018"]}]}}}
[2025-08-17 20:21:50.089] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":573,"TS":"2025-08-17T15:51:49.79","TID":12,"PID":2,"M":90,"S":13,"PLID":437499,"PLUUID":"7e7w34imugzsufvytjxytupd5","PN":"M. Lacroix","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":7.5,"Y":29,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["7.5"]},{"I":141,"V":["29.0"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]}]}}}
[2025-08-17 20:21:50.291] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":574,"TS":"2025-08-17T15:51:50.385","TID":5,"PID":2,"M":90,"S":14,"PLID":437499,"PLUUID":"7e7w34imugzsufvytjxytupd5","PN":"M. Lacroix","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":0,"X":23.7,"Y":-2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-17 20:21:53.150] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":883,"TS":"2025-08-17T15:51:50.675","TID":5,"PID":2,"M":90,"S":15,"PLID":244851,"PLUUID":"dl10343h8yopcgerzur5samwa","PN":"C. Palmer","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":73.7,"Y":101.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-17 20:21:53.500] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":884,"TS":"2025-08-17T15:51:53.484","TID":70,"PID":2,"M":90,"S":17,"PLID":0,"TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":50,"Y":50,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":277,"V":["6"]}]}}}
[2025-08-17 20:21:57.304] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":885,"TS":"2025-08-17T15:51:56.547","TID":1,"PID":2,"M":90,"S":21,"PLID":247632,"PLUUID":"6psklvi66inwws7buzf16yjft","PN":"Pedro Neto","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":72.2,"Y":101.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["66.7"]},{"I":141,"V":["92.9"]},{"I":212,"V":["8.414572"]},{"I":213,"V":["3.955986"]},{"I":318,"V":["0.00005746"]}]}}}
[2025-08-17 20:21:58.502] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":886,"TS":"2025-08-17T15:51:57.667","TID":1,"PID":2,"M":90,"S":22,"PLID":180736,"PLUUID":"5e2zgfe3ltc6qbnoqdfshqsph","PN":"T. Chalobah","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":66,"Y":91.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["70.4"]},{"I":141,"V":["74.3"]},{"I":212,"V":["12.32283"]},{"I":213,"V":["5.096693"]},{"I":318,"V":["0.00091164"]}]}}}
[2025-08-17 20:21:59.937] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":887,"TS":"2025-08-17T15:51:58.819","TID":1,"PID":2,"M":90,"S":23,"PLID":486672,"PLUUID":"3uc9z96xvain84leorf4ls962","PN":"M. Caicedo","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":70.7,"Y":75,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["65.8"]},{"I":141,"V":["88.2"]},{"I":212,"V":["10.34599"]},{"I":213,"V":["2.091273"]},{"I":318,"V":["0.00033613"]}]}}}
[2025-08-17 20:22:04.106] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":888,"TS":"2025-08-17T15:52:00.210","TID":1,"PID":2,"M":90,"S":24,"PLID":180736,"PLUUID":"5e2zgfe3ltc6qbnoqdfshqsph","PN":"T. Chalobah","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":65.8,"Y":88.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["68.8"]},{"I":141,"V":["95.9"]},{"I":212,"V":["6.110499"]},{"I":213,"V":["1.029198"]},{"I":318,"V":["0.0002008"]}]}}}
[2025-08-17 20:22:06.108] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":889,"TS":"2025-08-17T15:52:04.322","TID":1,"PID":2,"M":90,"S":28,"PLID":247632,"PLUUID":"6psklvi66inwws7buzf16yjft","PN":"Pedro Neto","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":75,"Y":89.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["87.1"]},{"I":141,"V":["97.4"]},{"I":212,"V":["13.74164"]},{"I":213,"V":["0.3909118"]},{"I":318,"V":["0.00062435"]}]}}}
[2025-08-17 20:22:09.512] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":890,"TS":"2025-08-17T15:52:06.339","TID":1,"PID":2,"M":90,"S":30,"PLID":244851,"PLUUID":"dl10343h8yopcgerzur5samwa","PN":"C. Palmer","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":85.7,"Y":96.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["72.1"]},{"I":141,"V":["89.1"]},{"I":212,"V":["15.14065"]},{"I":213,"V":["3.480387"]},{"I":318,"V":["0.00054369"]}]}}}
[2025-08-17 20:22:11.772] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":891,"TS":"2025-08-17T15:52:09.747","TID":1,"PID":2,"M":90,"S":34,"PLID":180736,"PLUUID":"5e2zgfe3ltc6qbnoqdfshqsph","PN":"T. Chalobah","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":71.8,"Y":84.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["67.2"]},{"I":141,"V":["58.4"]},{"I":212,"V":["18.39349"]},{"I":213,"V":["4.446681"]},{"I":318,"V":["0.00142364"]}]}}}
[2025-08-17 20:22:14.320] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":892,"TS":"2025-08-17T15:52:12.99","TID":1,"PID":2,"M":90,"S":36,"PLID":577016,"PLUUID":"ek4oa7zejocbbgu1l2vdebitw","PN":"J. Acheampong","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":66.7,"Y":56.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["67.6"]},{"I":141,"V":["35"]},{"I":212,"V":["14.71837"]},{"I":213,"V":["4.776639"]},{"I":318,"V":["0.00134365"]}]}}}
[2025-08-17 20:22:14.721] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":876,"TS":"2025-08-17T15:51:16.530","TID":15,"PID":2,"M":89,"S":41,"PLID":463034,"PLUUID":"5jk0wq14a8emikh2vh53aw0ve","PN":"L. Delap","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":85.4,"Y":32.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":233,"V":["562"]},{"I":372,"V":["39xercynrdvzekuylzoraavk0"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":63,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["49.6562261268144"]},{"I":103,"V":["3.16455696202532"]},{"I":108,"V":["NULL"]},{"I":321,"V":["0.0412"]},{"I":328,"V":["NULL"]},{"I":327,"V":["1"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":468,"V":["564"]},{"I":469,"V":["9up0durwx3limy9cj7vovv3vc"]},{"I":146,"V":["97.8461538461538"]},{"I":147,"V":["47.2916666666667"]},{"I":322,"V":["0.0259"]}]}}}
[2025-08-17 20:22:21.370] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":893,"TS":"2025-08-17T15:52:14.563","TID":1,"PID":2,"M":90,"S":39,"PLID":482609,"PLUUID":"8jt4vsixxoqp4uvskyfl7k222","PN":"M. Gusto","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":65.3,"Y":29.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["72.6"]},{"I":141,"V":["8.8"]},{"I":212,"V":["15.8488"]},{"I":213,"V":["5.217189"]},{"I":318,"V":["0.00051626"]}]}}}
[2025-08-17 20:22:21.611] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":894,"TS":"2025-08-17T15:52:21.603","TID":3,"PID":2,"M":90,"S":46,"PLID":624773,"PLUUID":"8ezfdv6lgv4gz8kogxvvn1rtg","PN":"Est\u00eav\u00e3o","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":89.8,"Y":5.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 20:22:22.390] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":895,"TS":"2025-08-17T15:52:22.771","TID":85,"PID":2,"M":90,"S":47,"PLID":624773,"PLUUID":"8ezfdv6lgv4gz8kogxvvn1rtg","PN":"Est\u00eav\u00e3o","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":89.8,"Y":5.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-17 20:22:22.772] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":575,"TS":"2025-08-17T15:52:22.24","TID":7,"PID":2,"M":90,"S":46,"PLID":244723,"PLUUID":"6dqnwhx0eglxhelidxg0dphm2","PN":"T. Mitchell","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":11.5,"Y":91.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":167,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 20:22:22.997] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":576,"TS":"2025-08-17T15:52:23.31","TID":85,"PID":2,"M":90,"S":47,"PLID":244723,"PLUUID":"6dqnwhx0eglxhelidxg0dphm2","PN":"T. Mitchell","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":11.5,"Y":91.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-17 20:22:50.786] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":896,"TS":"2025-08-17T15:52:43.619","TID":1,"PID":2,"M":91,"S":8,"PLID":624773,"PLUUID":"8ezfdv6lgv4gz8kogxvvn1rtg","PN":"Est\u00eav\u00e3o","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":99.5,"Y":0.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":6,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":223,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["99.3"]},{"I":141,"V":["42.5"]},{"I":212,"V":["28.56077"]},{"I":213,"V":["1.578149"]}]}}}
[2025-08-17 20:22:51.955] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":897,"TS":"2025-08-17T15:52:52.355","TID":85,"PID":2,"M":91,"S":16,"PLID":624773,"PLUUID":"8ezfdv6lgv4gz8kogxvvn1rtg","PN":"Est\u00eav\u00e3o","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":99.3,"Y":42.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-17 20:22:52.561] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":577,"TS":"2025-08-17T15:52:51.526","TID":12,"PID":2,"M":91,"S":16,"PLID":152551,"PLUUID":"6gxyeuqjnyj9bl4n8kz14sv6d","PN":"J. Lerma","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":2.7,"Y":61.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["0.8"]},{"I":141,"V":["57.6"]},{"I":212,"V":["3.210963"]},{"I":213,"V":["4.041977"]}]}}}
[2025-08-17 20:22:54.386] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":578,"TS":"2025-08-17T15:52:52.777","TID":5,"PID":2,"M":91,"S":17,"PLID":152551,"PLUUID":"6gxyeuqjnyj9bl4n8kz14sv6d","PN":"J. Lerma","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":-1.1,"Y":58.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-17 20:23:04.221] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":898,"TS":"2025-08-17T15:53:01.683","TID":1,"PID":2,"M":91,"S":26,"PLID":624773,"PLUUID":"8ezfdv6lgv4gz8kogxvvn1rtg","PN":"Est\u00eav\u00e3o","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":99.5,"Y":0.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":6,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":223,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["97.6"]},{"I":141,"V":["40"]},{"I":212,"V":["26.93399"]},{"I":213,"V":["1.644934"]},{"I":318,"V":["0.0297955"]}]}}}
[2025-08-17 20:23:04.423] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":899,"TS":"2025-08-17T15:53:04.115","TID":44,"PID":2,"M":91,"S":28,"PLID":179268,"PLUUID":"7c2wnewpcf1idj6ghj6gu0wyd","PN":"Marc Cucurella","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":97.6,"Y":40,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 20:23:04.807] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":579,"TS":"2025-08-17T15:53:04.887","TID":44,"PID":2,"M":91,"S":29,"PLID":152551,"PLUUID":"6gxyeuqjnyj9bl4n8kz14sv6d","PN":"J. Lerma","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":1.4,"Y":61,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 20:23:06.424] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":580,"TS":"2025-08-17T15:53:05.207","TID":12,"PID":2,"M":91,"S":29,"PLID":152551,"PLUUID":"6gxyeuqjnyj9bl4n8kz14sv6d","PN":"J. Lerma","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":1.4,"Y":61,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["8.1"]},{"I":141,"V":["82.4"]},{"I":212,"V":["16.16329"]},{"I":213,"V":["1.120485"]}]}}}
[2025-08-17 20:23:08.577] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":900,"TS":"2025-08-17T15:53:06.402","TID":1,"PID":2,"M":91,"S":30,"PLID":624773,"PLUUID":"8ezfdv6lgv4gz8kogxvvn1rtg","PN":"Est\u00eav\u00e3o","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":88,"Y":11.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["72.6"]},{"I":141,"V":["13.1"]},{"I":212,"V":["16.20214"]},{"I":213,"V":["3.078596"]},{"I":318,"V":["0.00077375"]}]}}}
[2025-08-17 20:23:12.900] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":901,"TS":"2025-08-17T15:53:08.818","TID":1,"PID":2,"M":91,"S":33,"PLID":482609,"PLUUID":"8jt4vsixxoqp4uvskyfl7k222","PN":"M. Gusto","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":72.6,"Y":13.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["81.4"]},{"I":141,"V":["5.5"]},{"I":212,"V":["10.58706"]},{"I":213,"V":["5.773224"]},{"I":318,"V":["0.00062997"]}]}}}
[2025-08-17 20:23:13.254] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":902,"TS":"2025-08-17T15:53:13.251","TID":3,"PID":2,"M":91,"S":37,"PLID":624773,"PLUUID":"8ezfdv6lgv4gz8kogxvvn1rtg","PN":"Est\u00eav\u00e3o","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":86.3,"Y":4.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 20:23:15.176] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":581,"TS":"2025-08-17T15:53:14.23","TID":7,"PID":2,"M":91,"S":38,"PLID":489706,"PLUUID":"6784eycsmgf7ac6xujgccvq7e","PN":"J. Devenny","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":12.8,"Y":93.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 20:23:23.474] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":903,"TS":"2025-08-17T15:53:20.163","TID":1,"PID":2,"M":91,"S":44,"PLID":215059,"PLUUID":"d9yxninyn4bac8f0ufxsnlqll","PN":"Robert S\u00e1nchez","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":37,"Y":23.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["43.5"]},{"I":141,"V":["34.3"]},{"I":212,"V":["9.976011"]},{"I":213,"V":["0.8173708"]},{"I":318,"V":["0.00002695"]}]}}}
