[2025-08-16 14:35:49.601] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-16 14:35:50.394] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-16 14:35:51.157] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"6ncygvluu6ppschsugz9odnv8"}}
[2025-08-16 16:25:47.752] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":738,"TS":"2025-08-16T11:55:46.251","TID":12,"PID":2,"M":93,"S":27,"PLID":465882,"PLUUID":"2ysn3hzm96wgqqiuddkmjl3ze","PN":"D. Matsuoka","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":12.8,"Y":51.3,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.8"]},{"I":141,"V":["62.3"]},{"I":212,"V":["20.32635"]},{"I":213,"V":["0.3768521"]}]}}}
[2025-08-16 16:25:49.146] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":739,"TS":"2025-08-16T11:55:48.332","TID":1,"PID":2,"M":93,"S":29,"PLID":53448,"PLUUID":"1xnz11whvodane2pc9dj1jphx","PN":"Wellington Tanque","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":30.8,"Y":62.3,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33.9"]},{"I":141,"V":["28.3"]},{"I":212,"V":["23.34801"]},{"I":213,"V":["4.852257"]},{"I":318,"V":["0.00001117"]}]}}}
[2025-08-16 16:25:49.547] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":740,"TS":"2025-08-16T11:55:49.661","TID":49,"PID":2,"M":93,"S":30,"PLID":502378,"PLUUID":"74nsqkyskico0dzgtxjheka5m","PN":"K. Konno","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":33.9,"Y":28.3,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-16 16:26:00.773] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":741,"TS":"2025-08-16T11:55:57.20","TID":1,"PID":2,"M":93,"S":37,"PLID":502378,"PLUUID":"74nsqkyskico0dzgtxjheka5m","PN":"K. Konno","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":69.2,"Y":16.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["84.9"]},{"I":141,"V":["6.4"]},{"I":212,"V":["17.83242"]},{"I":213,"V":["5.891953"]},{"I":318,"V":["0.00105891"]}]}}}
[2025-08-16 16:26:03.547] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":742,"TS":"2025-08-16T11:56:01.277","TID":1,"PID":2,"M":93,"S":42,"PLID":647321,"PLUUID":"cbtyj7mpxgc9p6i76lg0vz5lg","PN":"Y. Hashimoto","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":82.7,"Y":12.3,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["89.5"]},{"I":141,"V":["69.4"]},{"I":212,"V":["39.47902"]},{"I":213,"V":["1.38894"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.01384656"]}]}}}
[2025-08-16 16:26:04.955] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":743,"TS":"2025-08-16T11:56:04.107","TID":1,"PID":2,"M":93,"S":44,"PLID":465882,"PLUUID":"2ysn3hzm96wgqqiuddkmjl3ze","PN":"D. Matsuoka","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":89.5,"Y":69.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["98.5"]},{"I":141,"V":["58.8"]},{"I":212,"V":["11.88519"]},{"I":213,"V":["5.631573"]}]}}}
[2025-08-16 16:26:05.555] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":934,"TS":"2025-08-16T11:56:05.957","TID":52,"PID":2,"M":93,"S":46,"PLID":530015,"PLUUID":"8i7aw5yhze1xiw2d2g5wax91w","PN":"T. Hayakawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":1.4,"Y":38.3,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-16 16:26:12.409] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":935,"TS":"2025-08-16T11:56:07.629","TID":1,"PID":2,"M":93,"S":48,"PLID":530015,"PLUUID":"8i7aw5yhze1xiw2d2g5wax91w","PN":"T. Hayakawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":9.6,"Y":36.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":199,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["51.7"]},{"I":141,"V":["95.4"]},{"I":212,"V":["59.5598"]},{"I":213,"V":["0.7344562"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00004633"]}]}}}
[2025-08-16 16:26:16.425] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":744,"TS":"2025-08-16T11:56:16.989","TID":45,"PID":2,"M":93,"S":57,"PLID":208957,"PLUUID":"2ati8vm9atqgr7pw57olfrr2t","PN":"T. Nara","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":24.4,"Y":28.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 16:26:17.225] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":745,"TS":"2025-08-16T11:56:17.451","TID":45,"PID":2,"M":93,"S":58,"PLID":208957,"PLUUID":"2ati8vm9atqgr7pw57olfrr2t","PN":"T. Nara","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":24.4,"Y":28.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 16:26:19.844] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":936,"TS":"2025-08-16T11:56:12.967","TID":1,"PID":2,"M":93,"S":53,"PLID":213788,"PLUUID":"51xel26o3uzvjdbcywcunmu3t","PN":"Y. Suzuki","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":57.5,"Y":93.8,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["78.7"]},{"I":141,"V":["77.5"]},{"I":212,"V":["24.8669"]},{"I":213,"V":["5.821192"]},{"I":318,"V":["0.0023128"]}]}}}
[2025-08-16 16:26:21.778] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":937,"TS":"2025-08-16T11:56:20.403","TID":1,"PID":2,"M":94,"S":1,"PLID":209300,"PLUUID":"35y61220qzlyedki00vfmioyx","PN":"K. Tagawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":75.1,"Y":80,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["69.2"]},{"I":141,"V":["88.9"]},{"I":212,"V":["8.660527"]},{"I":213,"V":["2.36787"]},{"I":318,"V":["0.00054147"]}]}}}
[2025-08-16 16:26:30.699] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":938,"TS":"2025-08-16T11:56:29.273","TID":1,"PID":2,"M":94,"S":10,"PLID":213788,"PLUUID":"51xel26o3uzvjdbcywcunmu3t","PN":"Y. Suzuki","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":73,"Y":55.5,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["79.5"]},{"I":141,"V":["36.3"]},{"I":212,"V":["14.73227"]},{"I":213,"V":["5.194069"]},{"I":318,"V":["0.0111981"]}]}}}
[2025-08-16 16:26:33.097] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":939,"TS":"2025-08-16T11:56:31.130","TID":1,"PID":2,"M":94,"S":11,"PLID":502527,"PLUUID":"bqrfxy265rurcjw7c5swwjl9m","PN":"Y. Matsumura","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":79.6,"Y":36.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["73.7"]},{"I":141,"V":["28.3"]},{"I":212,"V":["8.289516"]},{"I":213,"V":["3.868355"]},{"I":318,"V":["0.00337271"]}]}}}
[2025-08-16 16:26:35.911] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":940,"TS":"2025-08-16T11:56:33.666","TID":1,"PID":2,"M":94,"S":14,"PLID":646881,"PLUUID":"21u8s21r8m5n6my22bnoirxuc","PN":"K. Nono","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":72.6,"Y":22.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["81.6"]},{"I":141,"V":["24"]},{"I":212,"V":["9.528939"]},{"I":213,"V":["0.1288067"]},{"I":318,"V":["0.00410716"]}]}}}
[2025-08-16 16:26:37.666] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":941,"TS":"2025-08-16T11:56:36.387","TID":1,"PID":2,"M":94,"S":17,"PLID":502527,"PLUUID":"bqrfxy265rurcjw7c5swwjl9m","PN":"Y. Matsumura","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":78.5,"Y":27.6,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["72.5"]},{"I":141,"V":["15.8"]},{"I":212,"V":["10.20169"]},{"I":213,"V":["4.046772"]},{"I":318,"V":["0.00121339"]}]}}}
[2025-08-16 16:26:41.418] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":942,"TS":"2025-08-16T11:56:38.75","TID":1,"PID":2,"M":94,"S":18,"PLID":646881,"PLUUID":"21u8s21r8m5n6my22bnoirxuc","PN":"K. Nono","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":72.6,"Y":15.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["68.5"]},{"I":141,"V":["34.2"]},{"I":212,"V":["13.61835"]},{"I":213,"V":["1.892431"]},{"I":318,"V":["0.00158165"]}]}}}
[2025-08-16 16:26:42.890] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":943,"TS":"2025-08-16T11:56:41.938","TID":1,"PID":2,"M":94,"S":22,"PLID":248050,"PLUUID":"412cup9h8jkgivwiroq8mpfjd","PN":"K. Chinen","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":71.5,"Y":45.1,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["69"]},{"I":141,"V":["59"]},{"I":212,"V":["9.809736"]},{"I":213,"V":["1.841689"]},{"I":318,"V":["0.00249637"]}]}}}
[2025-08-16 16:26:46.481] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":944,"TS":"2025-08-16T11:56:43.372","TID":1,"PID":2,"M":94,"S":24,"PLID":524363,"PLUUID":"cxpzniw7x2s4sdsv6oivq91jo","PN":"Y. Funabashi","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":68.7,"Y":61.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["75"]},{"I":141,"V":["78.7"]},{"I":212,"V":["13.615"]},{"I":213,"V":["1.063448"]},{"I":318,"V":["0.00204003"]}]}}}
[2025-08-16 16:26:47.300] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":945,"TS":"2025-08-16T11:56:46.988","TID":1,"PID":2,"M":94,"S":27,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":72,"Y":73,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["64.9"]},{"I":141,"V":["69.7"]},{"I":212,"V":["7.785407"]},{"I":213,"V":["3.433972"]}]}}}
[2025-08-16 16:26:48.931] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":746,"TS":"2025-08-16T11:56:49.324","TID":8,"PID":2,"M":94,"S":30,"PLID":502378,"PLUUID":"74nsqkyskico0dzgtxjheka5m","PN":"K. Konno","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":34.6,"Y":20.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-16 16:26:49.928] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":946,"TS":"2025-08-16T11:56:50.219","TID":1,"PID":2,"M":94,"S":30,"PLID":524363,"PLUUID":"cxpzniw7x2s4sdsv6oivq91jo","PN":"Y. Funabashi","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":63.7,"Y":71.1,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["65.2"]},{"I":141,"V":["72.6"]},{"I":212,"V":["1.876439"]},{"I":213,"V":["0.5746996"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-16 16:26:50.348] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":747,"TS":"2025-08-16T11:56:50.925","TID":74,"PID":2,"M":94,"S":31,"PLID":502378,"PLUUID":"74nsqkyskico0dzgtxjheka5m","PN":"K. Konno","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":34,"Y":18.8,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 16:26:51.873] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":748,"TS":"2025-08-16T11:56:52.157","TID":5,"PID":2,"M":94,"S":32,"PLID":502378,"PLUUID":"74nsqkyskico0dzgtxjheka5m","PN":"K. Konno","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":37.5,"Y":-1.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 16:26:51.883] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":947,"TS":"2025-08-16T11:56:52.69","TID":5,"PID":2,"M":94,"S":32,"PLID":524363,"PLUUID":"cxpzniw7x2s4sdsv6oivq91jo","PN":"Y. Funabashi","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":63.1,"Y":101.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 16:26:59.420] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":948,"TS":"2025-08-16T11:56:59.137","TID":1,"PID":2,"M":94,"S":39,"PLID":524363,"PLUUID":"cxpzniw7x2s4sdsv6oivq91jo","PN":"Y. Funabashi","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":63.1,"Y":101.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["47.7"]},{"I":141,"V":["91.5"]},{"I":212,"V":["17.51538"]},{"I":213,"V":["3.536094"]},{"I":318,"V":["0.00001537"]}]}}}
[2025-08-16 16:27:02.800] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":949,"TS":"2025-08-16T11:56:59.976","TID":1,"PID":2,"M":94,"S":40,"PLID":477590,"PLUUID":"1aibcbtl21102upaj529kf8tm","PN":"Kim Tae-Hyeon","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":47.7,"Y":91.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["54.9"]},{"I":141,"V":["96.8"]},{"I":212,"V":["8.404593"]},{"I":213,"V":["0.4521539"]},{"I":318,"V":["0.00004778"]}]}}}
[2025-08-16 16:27:04.178] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":950,"TS":"2025-08-16T11:57:03.222","TID":1,"PID":2,"M":94,"S":44,"PLID":524363,"PLUUID":"cxpzniw7x2s4sdsv6oivq91jo","PN":"Y. Funabashi","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":54.9,"Y":96.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["43.9"]},{"I":141,"V":["86.2"]},{"I":212,"V":["13.40308"]},{"I":213,"V":["3.673695"]},{"I":318,"V":["0.00002819"]}]}}}
[2025-08-16 16:27:06.518] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":951,"TS":"2025-08-16T11:57:04.739","TID":1,"PID":2,"M":94,"S":45,"PLID":477590,"PLUUID":"1aibcbtl21102upaj529kf8tm","PN":"Kim Tae-Hyeon","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":44.7,"Y":84.7,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["52.3"]},{"I":141,"V":["68.2"]},{"I":212,"V":["13.7684"]},{"I":213,"V":["5.330612"]},{"I":318,"V":["0.00011011"]}]}}}
[2025-08-16 16:27:08.926] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":952,"TS":"2025-08-16T11:57:06.976","TID":1,"PID":2,"M":94,"S":47,"PLID":248050,"PLUUID":"412cup9h8jkgivwiroq8mpfjd","PN":"K. Chinen","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":54.2,"Y":62.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["47.1"]},{"I":141,"V":["74.1"]},{"I":212,"V":["10.65741"]},{"I":213,"V":["2.345512"]},{"I":318,"V":["0.00006743"]}]}}}
[2025-08-16 16:27:10.788] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":953,"TS":"2025-08-16T11:57:09.301","TID":1,"PID":2,"M":94,"S":50,"PLID":477590,"PLUUID":"1aibcbtl21102upaj529kf8tm","PN":"Kim Tae-Hyeon","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":52.7,"Y":78.2,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["57.6"]},{"I":141,"V":["91.8"]},{"I":212,"V":["10.58284"]},{"I":213,"V":["1.063101"]},{"I":318,"V":["0.00010015"]}]}}}
[2025-08-16 16:27:12.604] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":954,"TS":"2025-08-16T11:57:11.306","TID":1,"PID":2,"M":94,"S":52,"PLID":524363,"PLUUID":"cxpzniw7x2s4sdsv6oivq91jo","PN":"Y. Funabashi","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":57.8,"Y":92.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["68.2"]},{"I":141,"V":["97.5"]},{"I":212,"V":["11.45746"]},{"I":213,"V":["0.3075084"]},{"I":318,"V":["0.00019239"]}]}}}
[2025-08-16 16:27:12.804] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":955,"TS":"2025-08-16T11:57:12.975","TID":50,"PID":2,"M":94,"S":53,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":68.2,"Y":97.5,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 16:27:13.470] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":749,"TS":"2025-08-16T11:57:13.292","TID":7,"PID":2,"M":94,"S":54,"PLID":647321,"PLUUID":"cbtyj7mpxgc9p6i76lg0vz5lg","PN":"Y. Hashimoto","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":34.3,"Y":12.3,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 16:27:14.140] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":750,"TS":"2025-08-16T11:57:13.932","TID":49,"PID":2,"M":94,"S":54,"PLID":647321,"PLUUID":"cbtyj7mpxgc9p6i76lg0vz5lg","PN":"Y. Hashimoto","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":34.6,"Y":14.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-16 16:27:20.565] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":751,"TS":"2025-08-16T11:57:15.819","TID":1,"PID":2,"M":94,"S":56,"PLID":647321,"PLUUID":"cbtyj7mpxgc9p6i76lg0vz5lg","PN":"Y. Hashimoto","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":35.8,"Y":24.9,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["37.8"]},{"I":141,"V":["44.6"]},{"I":212,"V":["13.5596"]},{"I":213,"V":["1.415299"]},{"I":318,"V":["0.00001922"]}]}}}
[2025-08-16 16:27:25.261] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":752,"TS":"2025-08-16T11:57:21.131","TID":1,"PID":2,"M":95,"S":1,"PLID":155024,"PLUUID":"csjbkeap1bil8w426v7p0f0lx","PN":"H. Akino","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":50.2,"Y":53.4,"STAT":{"CPID":2,"SC":"1:1","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["56.1"]},{"I":141,"V":["77.5"]},{"I":212,"V":["17.51983"]},{"I":213,"V":["1.20938"]},{"I":318,"V":["0.00018119"]}]}}}
