[2025-08-17 18:43:32.400] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-17 18:43:33.120] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-17 18:43:33.837] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"74zpn9q4fwxv9jgn3a7ijslck"}}
[2025-08-17 20:12:00.691] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":658,"TS":"2025-08-17T15:42:00.980","TID":44,"PID":2,"M":79,"S":54,"PLID":669414,"PLUUID":"1q3c0jq17fnvwfoqm9s3ovytw","PN":"M. Goffi","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":0,"X":31,"Y":24,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 20:12:01.104] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":648,"TS":"2025-08-17T15:41:53.661","TID":1,"PID":2,"M":79,"S":46,"PLID":228539,"PLUUID":"d5ecnjd6h89iepxrvrlfn97ft","PN":"R. Majecki","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":5.1,"Y":59.7,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["72.1"]},{"I":141,"V":["78.3"]},{"I":212,"V":["71.47793"]},{"I":213,"V":["0.1778864"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00031133"]},{"I":74,"V":["NULL"]}]}}}
[2025-08-17 20:12:01.501] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":649,"TS":"2025-08-17T15:42:01.469","TID":44,"PID":2,"M":79,"S":54,"PLID":430510,"PLUUID":"bj37ny1s1gbbe4wrgyz1wag9h","PN":"Mama Bald\u00e9","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":70.9,"Y":78,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 20:12:02.676] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":650,"TS":"2025-08-17T15:42:01.685","TID":1,"PID":2,"M":79,"S":54,"PLID":430510,"PLUUID":"bj37ny1s1gbbe4wrgyz1wag9h","PN":"Mama Bald\u00e9","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":70.6,"Y":78,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["74.7"]},{"I":141,"V":["64.1"]},{"I":212,"V":["10.38621"]},{"I":213,"V":["5.139773"]}]}}}
[2025-08-17 20:12:02.888] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":659,"TS":"2025-08-17T15:42:01.828","TID":1,"PID":2,"M":79,"S":55,"PLID":512253,"PLUUID":"avk0vktquq3oum9w6dyodlz6y","PN":"Alexsandro Ribeiro","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":28.7,"Y":38,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["29.2"]},{"I":141,"V":["17.4"]},{"I":212,"V":["14.01783"]},{"I":213,"V":["4.74985"]},{"I":318,"V":["0.00000277"]}]}}}
[2025-08-17 20:12:03.242] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":660,"TS":"2025-08-17T15:42:03.172","TID":49,"PID":2,"M":79,"S":56,"PLID":669414,"PLUUID":"1q3c0jq17fnvwfoqm9s3ovytw","PN":"M. Goffi","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":29.2,"Y":16.8,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[]}}}
[2025-08-17 20:12:07.490] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":661,"TS":"2025-08-17T15:42:06.675","TID":1,"PID":2,"M":79,"S":59,"PLID":669414,"PLUUID":"1q3c0jq17fnvwfoqm9s3ovytw","PN":"M. Goffi","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":30.2,"Y":3.7,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["38.5"]},{"I":141,"V":["9"]},{"I":212,"V":["9.430802"]},{"I":213,"V":["0.3921239"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00000792"]}]}}}
[2025-08-17 20:12:07.690] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":662,"TS":"2025-08-17T15:42:07.844","TID":61,"PID":2,"M":80,"S":1,"PLID":449991,"PLUUID":"5ikeslw81x2em97k79crmhh0q","PN":"F\u00e9lix Correia","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":0,"X":38.5,"Y":9,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-17 20:12:08.291] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":651,"TS":"2025-08-17T15:42:08.541","TID":45,"PID":2,"M":80,"S":1,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":70.2,"Y":96.3,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 20:12:08.305] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":663,"TS":"2025-08-17T15:42:08.611","TID":5,"PID":2,"M":80,"S":1,"PLID":449991,"PLUUID":"5ikeslw81x2em97k79crmhh0q","PN":"F\u00e9lix Correia","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":0,"X":38.9,"Y":-1.4,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-17 20:12:11.507] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":652,"TS":"2025-08-17T15:42:10.85","TID":5,"PID":2,"M":80,"S":3,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":68.4,"Y":101.3,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-17 20:12:19.942] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":653,"TS":"2025-08-17T15:42:19.269","TID":1,"PID":2,"M":80,"S":12,"PLID":546635,"PLUUID":"2ds26ub6ho0baamsjcmh7mmfo","PN":"B. Locko","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":66.8,"Y":101,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["76.3"]},{"I":141,"V":["88.8"]},{"I":212,"V":["12.97398"]},{"I":213,"V":["5.589424"]}]}}}
[2025-08-17 20:12:21.171] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":664,"TS":"2025-08-17T15:42:20.340","TID":44,"PID":2,"M":80,"S":13,"PLID":669414,"PLUUID":"1q3c0jq17fnvwfoqm9s3ovytw","PN":"M. Goffi","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":28.6,"Y":13,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 20:12:21.185] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":654,"TS":"2025-08-17T15:42:21.46","TID":44,"PID":2,"M":80,"S":14,"PLID":430510,"PLUUID":"bj37ny1s1gbbe4wrgyz1wag9h","PN":"Mama Bald\u00e9","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":76.3,"Y":88.8,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 20:12:21.363] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":665,"TS":"2025-08-17T15:42:20.660","TID":1,"PID":2,"M":80,"S":13,"PLID":669414,"PLUUID":"1q3c0jq17fnvwfoqm9s3ovytw","PN":"M. Goffi","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":0,"X":28.6,"Y":13,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["38.2"]},{"I":141,"V":["19.6"]},{"I":212,"V":["11.03397"]},{"I":213,"V":["0.4188869"]}]}}}
[2025-08-17 20:12:24.363] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":655,"TS":"2025-08-17T15:42:22.535","TID":1,"PID":2,"M":80,"S":15,"PLID":243741,"PLUUID":"5lfki1zoxd4l96hjbr2rw3d2h","PN":"H. Magnetti","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":67.6,"Y":80.9,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["72.9"]},{"I":141,"V":["67.7"]},{"I":212,"V":["10.56115"]},{"I":213,"V":["5.267375"]},{"I":318,"V":["0.00241559"]}]}}}
[2025-08-17 20:12:24.741] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":656,"TS":"2025-08-17T15:42:24.237","TID":39,"PID":2,"M":80,"S":17,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":73.9,"Y":65.1,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":252,"V":["NULL"]}]}}}
[2025-08-17 20:12:26.149] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":657,"TS":"2025-08-17T15:42:25.334","TID":5,"PID":2,"M":80,"S":18,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":101.3,"Y":51.3,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-17 20:12:26.368] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":656,"TS":"2025-08-17T15:42:24.237","TID":13,"PID":2,"M":80,"S":17,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":73.9,"Y":65.1,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0258"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-17 20:12:30.875] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":656,"TS":"2025-08-17T15:42:24.237","TID":13,"PID":2,"M":80,"S":17,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":73.9,"Y":65.1,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":81,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["655"]},{"I":368,"V":["e0vepzyeiz8a88ccsa0j9wik"]},{"I":102,"V":["43.2"]},{"I":103,"V":["70.8333333333333"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0258"]},{"I":327,"V":["2"]},{"I":326,"V":["1"]},{"I":230,"V":["0.855769230769231"]},{"I":231,"V":["49.4583333333333"]}]}}}
[2025-08-17 20:12:46.216] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":666,"TS":"2025-08-17T15:42:26.148","TID":5,"PID":2,"M":80,"S":19,"PLID":669414,"PLUUID":"1q3c0jq17fnvwfoqm9s3ovytw","PN":"M. Goffi","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":-1,"Y":53.2,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-17 20:12:47.825] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":667,"TS":"2025-08-17T15:42:46.532","TID":1,"PID":2,"M":80,"S":39,"PLID":512253,"PLUUID":"avk0vktquq3oum9w6dyodlz6y","PN":"Alexsandro Ribeiro","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":4.8,"Y":59.8,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["3.5"]},{"I":141,"V":["47.9"]},{"I":212,"V":["8.20632"]},{"I":213,"V":["4.545277"]},{"I":318,"V":["0.00000041"]},{"I":237,"V":["NULL"]}]}}}
[2025-08-17 20:12:52.244] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":668,"TS":"2025-08-17T15:42:48.179","TID":1,"PID":2,"M":80,"S":41,"PLID":424992,"PLUUID":"eaf4b3le808xp7j4rejomxf55","PN":"B. \u00d6zer","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":3.5,"Y":47.9,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["5.3"]},{"I":141,"V":["16.3"]},{"I":212,"V":["21.57096"]},{"I":213,"V":["4.800119"]},{"I":318,"V":["0.0000002"]}]}}}
[2025-08-17 20:12:55.043] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":669,"TS":"2025-08-17T15:42:52.565","TID":1,"PID":2,"M":80,"S":45,"PLID":538078,"PLUUID":"a5jrqzijth7e3uxl4phi83sdm","PN":"N. Ngoy","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":5.7,"Y":16.3,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["47.4"]},{"I":141,"V":["55.7"]},{"I":212,"V":["51.33164"]},{"I":213,"V":["0.5491229"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.0000637"]}]}}}
[2025-08-17 20:12:55.241] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":670,"TS":"2025-08-17T15:42:55.283","TID":44,"PID":2,"M":80,"S":48,"PLID":44346,"PLUUID":"5awkzgwwh48prwgvxwewuc5hx","PN":"O. Giroud","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":47.4,"Y":55.7,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 20:12:55.465] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":658,"TS":"2025-08-17T15:42:55.573","TID":44,"PID":2,"M":80,"S":48,"PLID":162316,"PLUUID":"7xd54eb65lg7zldvnyd58bq39","PN":"B. Chardonnet","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":55.4,"Y":45.5,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 20:12:55.867] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":671,"TS":"2025-08-17T15:42:55.939","TID":61,"PID":2,"M":80,"S":49,"PLID":44346,"PLUUID":"5awkzgwwh48prwgvxwewuc5hx","PN":"O. Giroud","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":47.4,"Y":55.7,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-17 20:12:57.466] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":659,"TS":"2025-08-17T15:42:55.821","TID":1,"PID":2,"M":80,"S":49,"PLID":162316,"PLUUID":"7xd54eb65lg7zldvnyd58bq39","PN":"B. Chardonnet","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":54.1,"Y":45.1,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["55.7"]},{"I":141,"V":["44.6"]},{"I":212,"V":["1.714059"]},{"I":213,"V":["6.083501"]}]}}}
[2025-08-17 20:12:57.650] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":672,"TS":"2025-08-17T15:42:57.460","TID":1,"PID":2,"M":80,"S":50,"PLID":484842,"PLUUID":"9t0jh9kfw1225c8hoj0pu8cbu","PN":"H. Haraldsson","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":0,"X":46.6,"Y":69.5,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["57.7"]},{"I":141,"V":["66.2"]},{"I":212,"V":["11.86906"]},{"I":213,"V":["6.092978"]}]}}}
[2025-08-17 20:12:58.445] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":569,"TS":"2025-08-17T15:27:11.577","TID":10,"PID":2,"M":65,"S":4,"PLID":228539,"PLUUID":"d5ecnjd6h89iepxrvrlfn97ft","PN":"R. Majecki","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":1.6,"Y":46.9,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":173,"V":["NULL"]},{"I":179,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 20:12:58.633] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":571,"TS":"2025-08-17T15:27:08.877","TID":15,"PID":2,"M":65,"S":2,"PLID":244560,"PLUUID":"67qku7vyvbw76086eu05nowd1","PN":"R. Perraud","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":95.3,"Y":70.3,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":320,"V":["1"]},{"I":360,"V":["Checked by GS"]},{"I":233,"V":["569"]},{"I":372,"V":["1pxkb8gtdujnklkbieqag3izn"]},{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":65,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["570"]},{"I":368,"V":["dt2zr4wrq5d15ewnkiqgnmpj4"]},{"I":102,"V":["48.6631016042781"]},{"I":103,"V":["19.620253164557"]},{"I":321,"V":["0.0504"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":146,"V":["99.2740384615385"]},{"I":147,"V":["55.0555555555556"]},{"I":322,"V":["0.0844"]}]}}}
[2025-08-17 20:12:58.841] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":569,"TS":"2025-08-17T15:27:08.977","TID":10,"PID":2,"M":65,"S":2,"PLID":228539,"PLUUID":"d5ecnjd6h89iepxrvrlfn97ft","PN":"R. Majecki","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":1.6,"Y":46.9,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":173,"V":["NULL"]},{"I":179,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":233,"V":["571"]},{"I":372,"V":["623czudfu8bre9q288xljaxun"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 20:12:59.636] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":660,"TS":"2025-08-17T15:42:59.871","TID":49,"PID":2,"M":80,"S":53,"PLID":92527,"PLUUID":"ef2n7d6rysar49toiz2k3obth","PN":"K. Lala","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":39.7,"Y":29.3,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[]}}}
[2025-08-17 20:13:04.650] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":672,"TS":"2025-08-17T15:42:57.460","TID":43,"PID":2,"M":80,"S":50,"PLID":484842,"PLUUID":"9t0jh9kfw1225c8hoj0pu8cbu","PN":"H. Haraldsson","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":0,"X":46.5999984741211,"Y":69.5,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":155,"V":[null]},{"I":56,"V":["Center"]},{"I":140,"V":["57.7"]},{"I":141,"V":["66.2"]},{"I":212,"V":["11.86906"]},{"I":213,"V":["6.092978"]},{"I":144,"V":["1"]}]}}}
[2025-08-17 20:13:04.666] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":661,"TS":"2025-08-17T15:43:04.966","TID":55,"PID":2,"M":80,"S":58,"PLID":162316,"PLUUID":"7xd54eb65lg7zldvnyd58bq39","PN":"B. Chardonnet","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":46.4,"Y":43.4,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[]}}}
[2025-08-17 20:13:05.104] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":671,"TS":"2025-08-17T15:42:55.939","TID":43,"PID":2,"M":80,"S":49,"PLID":44346,"PLUUID":"5awkzgwwh48prwgvxwewuc5hx","PN":"O. Giroud","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":47.4000015258789,"Y":55.7000007629395,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":144,"V":["61"]}]}}}
[2025-08-17 20:13:05.442] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":660,"TS":"2025-08-17T15:42:59.871","TID":43,"PID":2,"M":80,"S":53,"PLID":92527,"PLUUID":"ef2n7d6rysar49toiz2k3obth","PN":"K. Lala","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":39.7,"Y":29.3,"STAT":{"CPID":2,"SC":"3:3","PSTAT":[{"PID":1,"SC":"1:2"}]},"RTL":1,"Q":[{"I":144,"V":["49"]}]}}}
