[2025-08-16 19:13:29.352] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-16 19:13:30.108] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-16 19:13:30.867] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"11i3orjflpi9empra6uuduwpg"}}
[2025-08-16 20:11:10.696] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":432,"TS":"2025-08-16T15:41:11.41","TID":61,"PID":1,"M":39,"S":33,"PLID":214590,"PLUUID":"e1t5rgvs2hwnldts6vn8agzc9","PN":"A. Wan-Bissaka","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":92.3,"Y":31,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-16 20:11:11.898] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":298,"TS":"2025-08-16T15:38:11.274","TID":43,"PID":1,"M":36,"S":33,"PLID":223827,"PLUUID":"bnjdkz5d7st9gtn2srjs8ozc9","PN":"D. Ballard","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":8.3,"Y":62.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["19.1"]},{"I":141,"V":["62.3"]},{"I":212,"V":["11.3402"]},{"I":213,"V":["6.277189"]},{"I":142,"V":[null]},{"I":144,"V":["12"]}]}}}
[2025-08-16 20:11:38.129] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":433,"TS":"2025-08-16T15:41:34.40","TID":1,"PID":1,"M":39,"S":56,"PLID":467189,"PLUUID":"eobf6cct1dpm7bdqyatg6ejmx","PN":"M. Hermansen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":28.7,"Y":36.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":5,"V":["NULL"]},{"I":157,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["76.9"]},{"I":141,"V":["7.3"]},{"I":212,"V":["54.26698"]},{"I":213,"V":["5.913971"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00017377"]}]}}}
[2025-08-16 20:11:40.778] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":434,"TS":"2025-08-16T15:41:38.472","TID":1,"PID":1,"M":40,"S":0,"PLID":224024,"PLUUID":"at7mm2zrj2hjhu4bnq1f9noix","PN":"Lucas Paquet\u00e1","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":75.5,"Y":6.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["60.6"]},{"I":141,"V":["4.7"]},{"I":212,"V":["15.67394"]},{"I":213,"V":["3.202368"]},{"I":318,"V":["0.00013032"]}]}}}
[2025-08-16 20:11:41.133] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":435,"TS":"2025-08-16T15:41:41.145","TID":1,"PID":1,"M":40,"S":3,"PLID":462116,"PLUUID":"7cp51c8zn7y08iyk0hc9ix5nt","PN":"J. Todibo","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":0,"X":60.6,"Y":4.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["62.6"]},{"I":141,"V":["5.8"]},{"I":212,"V":["2.229239"]},{"I":213,"V":["0.342179"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-16 20:11:41.760] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":322,"TS":"2025-08-16T15:41:42.189","TID":61,"PID":1,"M":40,"S":4,"PLID":535818,"PLUUID":"ai5p5wgft6c09bjbldz9sfeac","PN":"S. Adingra","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":39.5,"Y":95.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-16 20:11:45.131] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":323,"TS":"2025-08-16T15:41:44.417","TID":12,"PID":1,"M":40,"S":6,"PLID":577669,"PLUUID":"dwnd8j9ok6ncbp69gmchw953o","PN":"N. Sadiki","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":30.5,"Y":90.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.5"]},{"I":141,"V":["90.9"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]}]}}}
[2025-08-16 20:11:45.370] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":324,"TS":"2025-08-16T15:41:45.555","TID":5,"PID":1,"M":40,"S":7,"PLID":577669,"PLUUID":"dwnd8j9ok6ncbp69gmchw953o","PN":"N. Sadiki","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":30.1,"Y":101.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 20:11:56.813] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":300,"TS":"2025-08-16T15:38:14.186","TID":43,"PID":1,"M":36,"S":36,"PLID":564406,"PLUUID":"c88btdvycx8d59x4yn1yrfqc4","PN":"Eliezer Mayenda","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":32.3,"Y":70.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":142,"V":[null]},{"I":144,"V":["61"]}]}}}
[2025-08-16 20:12:00.000] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":436,"TS":"2025-08-16T15:41:44.344","TID":5,"PID":1,"M":40,"S":6,"PLID":462116,"PLUUID":"7cp51c8zn7y08iyk0hc9ix5nt","PN":"J. Todibo","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":70.3,"Y":-2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 20:12:01.971] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":437,"TS":"2025-08-16T15:42:00.393","TID":1,"PID":1,"M":40,"S":22,"PLID":214590,"PLUUID":"e1t5rgvs2hwnldts6vn8agzc9","PN":"A. Wan-Bissaka","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":70.3,"Y":-2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["67.7"]},{"I":141,"V":["6.1"]},{"I":212,"V":["6.147436"]},{"I":213,"V":["2.030952"]},{"I":318,"V":["0.00005295"]}]}}}
[2025-08-16 20:12:05.186] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":438,"TS":"2025-08-16T15:42:02.329","TID":1,"PID":1,"M":40,"S":24,"PLID":462116,"PLUUID":"7cp51c8zn7y08iyk0hc9ix5nt","PN":"J. Todibo","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":67.7,"Y":6.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["67.8"]},{"I":141,"V":["17.3"]},{"I":212,"V":["7.616724"]},{"I":213,"V":["1.55701"]},{"I":318,"V":["0.00040056"]}]}}}
[2025-08-16 20:12:08.166] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":439,"TS":"2025-08-16T15:42:05.577","TID":1,"PID":1,"M":40,"S":27,"PLID":101178,"PLUUID":"7r6vds5j65fohi1k28cnqjqvp","PN":"J. Ward-Prowse","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":65.4,"Y":29.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["52.8"]},{"I":141,"V":["23"]},{"I":212,"V":["13.94881"]},{"I":213,"V":["3.464023"]},{"I":318,"V":["0.00013188"]}]}}}
[2025-08-16 20:12:14.372] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":440,"TS":"2025-08-16T15:42:08.489","TID":1,"PID":1,"M":40,"S":30,"PLID":214048,"PLUUID":"2nz313c0ot91untg011l3pc6h","PN":"M. Kilman","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":53.8,"Y":32.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["56.2"]},{"I":141,"V":["84.1"]},{"I":212,"V":["35.04273"]},{"I":213,"V":["1.498822"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00016793"]}]}}}
[2025-08-16 20:12:17.173] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":441,"TS":"2025-08-16T15:42:14.729","TID":1,"PID":1,"M":40,"S":37,"PLID":210494,"PLUUID":"3o0zpl9cnmna2hyk595ja0xrd","PN":"N. Aguerd","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":56.5,"Y":68.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["44.9"]},{"I":141,"V":["57.9"]},{"I":212,"V":["14.15301"]},{"I":213,"V":["3.675953"]},{"I":318,"V":["0.0000608"]}]}}}
[2025-08-16 20:12:20.002] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":442,"TS":"2025-08-16T15:42:17.530","TID":1,"PID":1,"M":40,"S":39,"PLID":214048,"PLUUID":"2nz313c0ot91untg011l3pc6h","PN":"M. Kilman","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":42,"Y":64.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["47"]},{"I":141,"V":["84.8"]},{"I":212,"V":["14.57815"]},{"I":213,"V":["1.202391"]},{"I":318,"V":["0.00003185"]}]}}}
[2025-08-16 20:12:23.995] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":443,"TS":"2025-08-16T15:42:20.457","TID":1,"PID":1,"M":40,"S":42,"PLID":210494,"PLUUID":"3o0zpl9cnmna2hyk595ja0xrd","PN":"N. Aguerd","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":41.4,"Y":82.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["21.3"]},{"I":141,"V":["70"]},{"I":212,"V":["22.80354"]},{"I":213,"V":["3.529998"]},{"I":318,"V":["0.00000254"]}]}}}
[2025-08-16 20:12:26.787] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":444,"TS":"2025-08-16T15:42:24.298","TID":1,"PID":1,"M":40,"S":46,"PLID":467189,"PLUUID":"eobf6cct1dpm7bdqyatg6ejmx","PN":"M. Hermansen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":20.7,"Y":73.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["57.5"]},{"I":141,"V":["73.8"]},{"I":212,"V":["38.64054"]},{"I":213,"V":["0.005279454"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00014175"]}]}}}
[2025-08-16 20:12:27.000] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":325,"TS":"2025-08-16T15:42:27.42","TID":44,"PID":1,"M":40,"S":49,"PLID":223827,"PLUUID":"bnjdkz5d7st9gtn2srjs8ozc9","PN":"D. Ballard","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":40.1,"Y":30.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 20:12:27.193] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":445,"TS":"2025-08-16T15:42:27.177","TID":44,"PID":1,"M":40,"S":49,"PLID":91889,"PLUUID":"cjq9g6zgcxk1ceo2xzpe1qnyt","PN":"N. F\u00fcllkrug","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":57.5,"Y":73.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 20:12:31.828] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":326,"TS":"2025-08-16T15:42:27.426","TID":1,"PID":1,"M":40,"S":49,"PLID":223827,"PLUUID":"bnjdkz5d7st9gtn2srjs8ozc9","PN":"D. Ballard","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":40.1,"Y":30.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["46.4"]},{"I":141,"V":["53.3"]},{"I":212,"V":["16.7937"]},{"I":213,"V":["1.165928"]},{"I":318,"V":["0.00005027"]}]}}}
[2025-08-16 20:12:32.011] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":327,"TS":"2025-08-16T15:42:30.834","TID":1,"PID":1,"M":40,"S":53,"PLID":577669,"PLUUID":"dwnd8j9ok6ncbp69gmchw953o","PN":"N. Sadiki","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":45.7,"Y":52.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["36.9"]},{"I":141,"V":["100.2"]},{"I":212,"V":["33.92266"]},{"I":213,"V":["1.846666"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-16 20:12:32.047] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":328,"TS":"2025-08-16T15:42:31.666","TID":5,"PID":1,"M":40,"S":54,"PLID":577669,"PLUUID":"dwnd8j9ok6ncbp69gmchw953o","PN":"N. Sadiki","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":36.9,"Y":100.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 20:12:35.232] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":446,"TS":"2025-08-16T15:42:30.857","TID":5,"PID":1,"M":40,"S":53,"PLID":91889,"PLUUID":"cjq9g6zgcxk1ceo2xzpe1qnyt","PN":"N. F\u00fcllkrug","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":62.8,"Y":-1.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 20:12:36.419] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":447,"TS":"2025-08-16T15:42:35.705","TID":1,"PID":1,"M":40,"S":58,"PLID":214048,"PLUUID":"2nz313c0ot91untg011l3pc6h","PN":"M. Kilman","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":62.8,"Y":-1.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["66.2"]},{"I":141,"V":["8.8"]},{"I":212,"V":["7.800833"]},{"I":213,"V":["1.095453"]},{"I":318,"V":["0.00004497"]}]}}}
[2025-08-16 20:12:41.045] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":448,"TS":"2025-08-16T15:42:36.825","TID":1,"PID":1,"M":40,"S":59,"PLID":224024,"PLUUID":"at7mm2zrj2hjhu4bnq1f9noix","PN":"Lucas Paquet\u00e1","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":66.2,"Y":8.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["61.6"]},{"I":141,"V":["3.1"]},{"I":212,"V":["6.192922"]},{"I":213,"V":["3.817847"]},{"I":318,"V":["0.00009942"]}]}}}
[2025-08-16 20:12:43.615] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":449,"TS":"2025-08-16T15:42:41.466","TID":1,"PID":1,"M":41,"S":3,"PLID":214590,"PLUUID":"e1t5rgvs2hwnldts6vn8agzc9","PN":"A. Wan-Bissaka","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":57.7,"Y":18.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["50.8"]},{"I":141,"V":["9.2"]},{"I":212,"V":["9.75217"]},{"I":213,"V":["3.874979"]},{"I":318,"V":["0.0000459"]}]}}}
[2025-08-16 20:12:49.135] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":450,"TS":"2025-08-16T15:42:44.602","TID":1,"PID":1,"M":41,"S":7,"PLID":462116,"PLUUID":"7cp51c8zn7y08iyk0hc9ix5nt","PN":"J. Todibo","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":50.8,"Y":9.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["58.1"]},{"I":141,"V":["6.2"]},{"I":212,"V":["7.931824"]},{"I":213,"V":["6.02307"]},{"I":318,"V":["0.00006525"]}]}}}
[2025-08-16 20:12:52.041] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":451,"TS":"2025-08-16T15:42:49.466","TID":1,"PID":1,"M":41,"S":11,"PLID":101178,"PLUUID":"7r6vds5j65fohi1k28cnqjqvp","PN":"J. Ward-Prowse","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":56.4,"Y":32.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["68.8"]},{"I":141,"V":["6.7"]},{"I":212,"V":["21.684"]},{"I":213,"V":["5.356443"]},{"I":318,"V":["0.00030085"]}]}}}
[2025-08-16 20:12:55.279] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":452,"TS":"2025-08-16T15:42:52.426","TID":1,"PID":1,"M":41,"S":14,"PLID":178186,"PLUUID":"d542ijpf3j9hdrtt1mfe6vwlx","PN":"J. Bowen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":66.3,"Y":5.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["61.7"]},{"I":141,"V":["18.8"]},{"I":212,"V":["10.19301"]},{"I":213,"V":["2.064459"]},{"I":318,"V":["0.0002295"]}]}}}
[2025-08-16 20:12:57.665] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":453,"TS":"2025-08-16T15:42:55.626","TID":1,"PID":1,"M":41,"S":18,"PLID":101178,"PLUUID":"7r6vds5j65fohi1k28cnqjqvp","PN":"J. Ward-Prowse","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":61.7,"Y":18.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["63.3"]},{"I":141,"V":["4.1"]},{"I":212,"V":["10.13619"]},{"I":213,"V":["4.8789"]},{"I":318,"V":["0.00013351"]}]}}}
[2025-08-16 20:13:00.883] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":454,"TS":"2025-08-16T15:42:58.74","TID":1,"PID":1,"M":41,"S":20,"PLID":178186,"PLUUID":"d542ijpf3j9hdrtt1mfe6vwlx","PN":"J. Bowen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":63.3,"Y":4.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["62"]},{"I":141,"V":["15.5"]},{"I":212,"V":["7.87126"]},{"I":213,"V":["1.745093"]},{"I":318,"V":["0.00018253"]}]}}}
[2025-08-16 20:13:01.632] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":455,"TS":"2025-08-16T15:43:01.35","TID":1,"PID":1,"M":41,"S":23,"PLID":101178,"PLUUID":"7r6vds5j65fohi1k28cnqjqvp","PN":"J. Ward-Prowse","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":63.1,"Y":24,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["67.6"]},{"I":141,"V":["27.7"]},{"I":212,"V":["5.353119"]},{"I":213,"V":["0.489298"]},{"I":318,"V":["0.00069652"]}]}}}
[2025-08-16 20:13:01.874] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":456,"TS":"2025-08-16T15:43:01.946","TID":1,"PID":1,"M":41,"S":24,"PLID":224024,"PLUUID":"at7mm2zrj2hjhu4bnq1f9noix","PN":"Lucas Paquet\u00e1","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":67.6,"Y":27.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["58.6"]},{"I":141,"V":["19.8"]},{"I":212,"V":["10.87018"]},{"I":213,"V":["3.658502"]},{"I":318,"V":["0.00022363"]}]}}}
[2025-08-16 20:13:07.475] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":457,"TS":"2025-08-16T15:43:04.186","TID":1,"PID":1,"M":41,"S":26,"PLID":101178,"PLUUID":"7r6vds5j65fohi1k28cnqjqvp","PN":"J. Ward-Prowse","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":59.5,"Y":19.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["67.8"]},{"I":141,"V":["4.4"]},{"I":212,"V":["13.46785"]},{"I":213,"V":["5.416159"]},{"I":318,"V":["0.00020427"]}]}}}
[2025-08-16 20:13:10.268] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":458,"TS":"2025-08-16T15:43:07.868","TID":1,"PID":1,"M":41,"S":30,"PLID":214590,"PLUUID":"e1t5rgvs2hwnldts6vn8agzc9","PN":"A. Wan-Bissaka","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":87,"Y":6.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["94.5"]},{"I":141,"V":["74.1"]},{"I":212,"V":["46.50363"]},{"I":213,"V":["1.400635"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.0056755"]}]}}}
[2025-08-16 20:13:11.263] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":459,"TS":"2025-08-16T15:43:10.635","TID":1,"PID":1,"M":41,"S":33,"PLID":613804,"PLUUID":"18ibccymsaxom7wdnfz0tevx0","PN":"E. Diouf","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":0,"X":94.5,"Y":74.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["87.7"]},{"I":141,"V":["63.1"]},{"I":212,"V":["10.3407"]},{"I":213,"V":["3.950243"]}]}}}
[2025-08-16 20:13:12.089] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":329,"TS":"2025-08-16T15:43:12.246","TID":12,"PID":1,"M":41,"S":34,"PLID":223827,"PLUUID":"bnjdkz5d7st9gtn2srjs8ozc9","PN":"D. Ballard","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":8.6,"Y":39.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["8.6"]},{"I":141,"V":["39.7"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]}]}}}
[2025-08-16 20:13:14.663] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":460,"TS":"2025-08-16T15:43:14.828","TID":39,"PID":1,"M":41,"S":37,"PLID":197024,"PLUUID":"73efpm314q2paeacsvp4e8q8l","PN":"G. Rodr\u00edguez","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":75.5,"Y":51.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":250,"V":["NULL"]}]}}}
