[2025-08-23 00:14:47.403] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 00:14:48.069] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 00:14:48.721] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"cs0hy642fmy1in51iqx5z2syc"}}
[2025-08-23 01:54:11.353] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":687,"TS":"2025-08-22T21:24:10.450","TID":1,"PID":2,"M":90,"S":58,"PLID":569015,"PLUUID":"4rhyl8q31wceeq2dnaep9t3x0","PN":"A. Ou\u00e9draogo","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":97.6,"Y":23.8,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["95.0"]},{"I":141,"V":["40.2"]},{"I":212,"V":["11.48129"]},{"I":213,"V":["1.810874"]}]}}}
[2025-08-23 01:54:14.764] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":974,"TS":"2025-08-22T21:24:11.537","TID":12,"PID":2,"M":91,"S":0,"PLID":249621,"PLUUID":"2p1pns6j6id4nx3nbi7fv0wrt","PN":"Kim Min-Jae","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":4.4,"Y":53.7,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["2.6"]},{"I":141,"V":["66.6"]},{"I":212,"V":["8.973298"]},{"I":213,"V":["1.78301"]}]}}}
[2025-08-23 01:54:14.955] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":975,"TS":"2025-08-22T21:24:14.400","TID":86,"PID":2,"M":91,"S":2,"PLID":437921,"PLUUID":"4skrm2y64va3y5jk70gz4ylpm","PN":"J. Stani\u0161i\u0107","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":2.4,"Y":70.1,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[]}}}
[2025-08-23 01:54:15.161] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":688,"TS":"2025-08-22T21:24:11.826","TID":3,"PID":2,"M":91,"S":0,"PLID":569015,"PLUUID":"4rhyl8q31wceeq2dnaep9t3x0","PN":"A. Ou\u00e9draogo","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":93.9,"Y":24.9,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 01:54:15.362] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":689,"TS":"2025-08-22T21:24:14.916","TID":86,"PID":2,"M":91,"S":3,"PLID":454831,"PLUUID":"5pousbiuqbus68yekd0mhc5pl","PN":"C. Baumgartner","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":96.3,"Y":38.8,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[]}}}
[2025-08-23 01:54:21.409] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":907,"TS":"2025-08-22T21:19:22.433","TID":15,"PID":2,"M":86,"S":10,"PLID":648440,"PLUUID":"b4x911h58r8i9b2vvsnydvfo4","PN":"L. Karl","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":81,"Y":25.1,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":320,"V":["1"]},{"I":233,"V":["646"]},{"I":372,"V":["84psggtihuka653g9ud542edf"]},{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["906"]},{"I":368,"V":["7xb0t5h545uc4znmn9h3oqhz1"]},{"I":102,"V":["48.0634408602151"]},{"I":103,"V":["19"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0285"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":459,"V":["NULL"]},{"I":82,"V":["NULL"]},{"I":146,"V":["86.8125"]},{"I":147,"V":["32.125"]},{"I":230,"V":["99.2740384615385"]},{"I":231,"V":["49.0972222222222"]}]}}}
[2025-08-23 01:54:27.137] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":907,"TS":"2025-08-22T21:19:22.433","TID":15,"PID":2,"M":86,"S":10,"PLID":648440,"PLUUID":"b4x911h58r8i9b2vvsnydvfo4","PN":"L. Karl","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":81,"Y":25.1,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":320,"V":["1"]},{"I":360,"V":["Checked by GS"]},{"I":233,"V":["646"]},{"I":372,"V":["84psggtihuka653g9ud542edf"]},{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["906"]},{"I":368,"V":["7xb0t5h545uc4znmn9h3oqhz1"]},{"I":102,"V":["48.0634408602151"]},{"I":103,"V":["19"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0285"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":459,"V":["NULL"]},{"I":82,"V":["NULL"]},{"I":146,"V":["86.8125"]},{"I":147,"V":["32.125"]},{"I":230,"V":["99.2740384615385"]},{"I":231,"V":["49.0972222222222"]}]}}}
[2025-08-23 01:54:34.263] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":907,"TS":"2025-08-22T21:19:22.433","TID":15,"PID":2,"M":86,"S":10,"PLID":648440,"PLUUID":"b4x911h58r8i9b2vvsnydvfo4","PN":"L. Karl","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":81,"Y":25.1,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":320,"V":["1"]},{"I":360,"V":["Checked by GS"]},{"I":233,"V":["646"]},{"I":372,"V":["84psggtihuka653g9ud542edf"]},{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["906"]},{"I":368,"V":["7xb0t5h545uc4znmn9h3oqhz1"]},{"I":102,"V":["48.0634408602151"]},{"I":103,"V":["19"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0285"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]},{"I":146,"V":["86.8125"]},{"I":147,"V":["32.125"]},{"I":230,"V":["99.2740384615385"]},{"I":231,"V":["49.0972222222222"]}]}}}
[2025-08-23 01:54:34.469] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":976,"TS":"2025-08-22T21:24:32.656","TID":1,"PID":2,"M":91,"S":21,"PLID":20388,"PLUUID":"64pzn3jdqo6y2izlpm8n3tvpx","PN":"M. Neuer","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":2.8,"Y":70.2,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":5,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["23.6"]},{"I":141,"V":["67.7"]},{"I":212,"V":["21.90606"]},{"I":213,"V":["6.205503"]},{"I":318,"V":["0.00000136"]}]}}}
[2025-08-23 01:54:35.732] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":977,"TS":"2025-08-22T21:24:34.272","TID":1,"PID":2,"M":91,"S":22,"PLID":249621,"PLUUID":"2p1pns6j6id4nx3nbi7fv0wrt","PN":"Kim Min-Jae","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":0,"X":23.6,"Y":67.7,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["73.4"]},{"I":141,"V":["56.1"]},{"I":212,"V":["52.88161"]},{"I":213,"V":["6.133463"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 01:54:37.985] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":690,"TS":"2025-08-22T21:24:35.889","TID":1,"PID":2,"M":91,"S":24,"PLID":101601,"PLUUID":"eapihgte8ydc4g6hzygsx2e39","PN":"W. Orb\u00e1n","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":28.1,"Y":42,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["22.4"]},{"I":141,"V":["69.4"]},{"I":212,"V":["19.56966"]},{"I":213,"V":["1.881607"]},{"I":318,"V":["0.00000157"]}]}}}
[2025-08-23 01:54:38.400] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":691,"TS":"2025-08-22T21:24:37.809","TID":49,"PID":2,"M":91,"S":26,"PLID":468657,"PLUUID":"aaaskdins76bd0368sbpt7wq2","PN":"C. Lukeba","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":21.9,"Y":70.6,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[]}}}
[2025-08-23 01:54:41.266] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":692,"TS":"2025-08-22T21:24:40.659","TID":3,"PID":2,"M":91,"S":29,"PLID":468657,"PLUUID":"aaaskdins76bd0368sbpt7wq2","PN":"C. Lukeba","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":28.3,"Y":87.6,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 01:54:42.670] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":978,"TS":"2025-08-22T21:24:41.648","TID":7,"PID":2,"M":91,"S":30,"PLID":648440,"PLUUID":"b4x911h58r8i9b2vvsnydvfo4","PN":"L. Karl","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":75,"Y":10.7,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 01:54:42.892] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":979,"TS":"2025-08-22T21:24:42.337","TID":49,"PID":2,"M":91,"S":30,"PLID":648440,"PLUUID":"b4x911h58r8i9b2vvsnydvfo4","PN":"L. Karl","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":78.6,"Y":13.6,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[]}}}
[2025-08-23 01:54:46.872] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":693,"TS":"2025-08-22T21:24:46.705","TID":63,"PID":2,"M":91,"S":35,"PLID":46506,"PLUUID":"3tb27261f8mpzpq3prpv8ng0l","PN":"P. Gul\u00e1csi","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":2.1,"Y":56.8,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":173,"V":["NULL"]},{"I":178,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 01:54:47.266] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":980,"TS":"2025-08-22T21:24:46.337","TID":39,"PID":2,"M":91,"S":34,"PLID":648440,"PLUUID":"b4x911h58r8i9b2vvsnydvfo4","PN":"L. Karl","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":96.8,"Y":32.9,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":62,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":249,"V":["NULL"]}]}}}
[2025-08-23 01:54:48.604] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":980,"TS":"2025-08-22T21:24:46.337","TID":15,"PID":2,"M":91,"S":34,"PLID":648440,"PLUUID":"b4x911h58r8i9b2vvsnydvfo4","PN":"L. Karl","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":96.8,"Y":32.9,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":62,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.063"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-23 01:54:48.815] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":694,"TS":"2025-08-22T21:24:48.529","TID":49,"PID":2,"M":91,"S":37,"PLID":243309,"PLUUID":"2uz1cmslnjjzsgfcgji26kqg9","PN":"D. Raum","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":2.1,"Y":77.2,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[]}}}
[2025-08-23 01:54:51.457] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":695,"TS":"2025-08-22T21:24:48.977","TID":1,"PID":2,"M":91,"S":37,"PLID":243309,"PLUUID":"2uz1cmslnjjzsgfcgji26kqg9","PN":"D. Raum","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":1.6,"Y":78.6,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["20.5"]},{"I":141,"V":["96.3"]},{"I":212,"V":["23.20968"]},{"I":213,"V":["0.5451855"]},{"I":318,"V":["0.00000087"]}]}}}
[2025-08-23 01:54:51.621] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":696,"TS":"2025-08-22T21:24:51.105","TID":86,"PID":2,"M":91,"S":39,"PLID":538980,"PLUUID":"8mkkchf0ysdf78r0lncd73klw","PN":"A. Nusa","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":17.7,"Y":96,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[]}}}
[2025-08-23 01:54:52.474] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":981,"TS":"2025-08-22T21:24:52.192","TID":86,"PID":2,"M":91,"S":40,"PLID":481616,"PLUUID":"70esd7csbds20h5uazwktcbje","PN":"S. Boey","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":83.3,"Y":10.4,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[]}}}
[2025-08-23 01:54:55.176] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":693,"TS":"2025-08-22T21:24:46.705","TID":10,"PID":2,"M":91,"S":35,"PLID":46506,"PLUUID":"3tb27261f8mpzpq3prpv8ng0l","PN":"P. Gul\u00e1csi","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":2.1,"Y":56.8,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":174,"V":["NULL"]},{"I":179,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 01:54:57.565] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":697,"TS":"2025-08-22T21:24:57.377","TID":88,"PID":2,"M":91,"S":45,"PLID":468657,"PLUUID":"aaaskdins76bd0368sbpt7wq2","PN":"C. Lukeba","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":24,"Y":91.9,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[]}}}
[2025-08-23 01:55:01.987] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":980,"TS":"2025-08-22T21:24:46.337","TID":15,"PID":2,"M":91,"S":34,"PLID":648440,"PLUUID":"b4x911h58r8i9b2vvsnydvfo4","PN":"L. Karl","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":96.8,"Y":32.9,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":62,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["47.0588235294118"]},{"I":103,"V":["13.9240506329114"]},{"I":214,"V":["NULL"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.2702"]},{"I":327,"V":["1"]},{"I":326,"V":["2"]},{"I":458,"V":["NULL"]},{"I":146,"V":["98.3653846153846"]},{"I":147,"V":["40.7916666666667"]},{"I":322,"V":["0.2668"]}]}}}
[2025-08-23 01:55:02.264] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":980,"TS":"2025-08-22T21:24:46.337","TID":15,"PID":2,"M":91,"S":34,"PLID":648440,"PLUUID":"b4x911h58r8i9b2vvsnydvfo4","PN":"L. Karl","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":96.8,"Y":32.9,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":233,"V":["693"]},{"I":372,"V":["9egg99uw82amsg0tcmh1exbcn"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":62,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["47.0588235294118"]},{"I":103,"V":["13.9240506329114"]},{"I":214,"V":["NULL"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.2702"]},{"I":327,"V":["1"]},{"I":326,"V":["2"]},{"I":458,"V":["NULL"]},{"I":146,"V":["98.3653846153846"]},{"I":147,"V":["40.7916666666667"]},{"I":322,"V":["0.2668"]}]}}}
[2025-08-23 01:55:02.610] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":693,"TS":"2025-08-22T21:24:46.437","TID":10,"PID":2,"M":91,"S":34,"PLID":46506,"PLUUID":"3tb27261f8mpzpq3prpv8ng0l","PN":"P. Gul\u00e1csi","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":2.1,"Y":56.8,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":174,"V":["NULL"]},{"I":179,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":233,"V":["980"]},{"I":372,"V":["a12das4dor79zr2o8uqgm5cg"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 01:55:05.628] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":980,"TS":"2025-08-22T21:24:46.337","TID":15,"PID":2,"M":91,"S":34,"PLID":648440,"PLUUID":"b4x911h58r8i9b2vvsnydvfo4","PN":"L. Karl","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":96.8,"Y":32.9,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":0,"Q":[{"I":233,"V":["693"]},{"I":372,"V":["9egg99uw82amsg0tcmh1exbcn"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":62,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["47.0588235294118"]},{"I":103,"V":["13.9240506329114"]},{"I":214,"V":["NULL"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.2702"]},{"I":327,"V":["1"]},{"I":326,"V":["2"]},{"I":458,"V":["NULL"]},{"I":468,"V":["697"]},{"I":469,"V":["7w30bsjppiobn9xelsho4won2"]},{"I":146,"V":["98.3653846153846"]},{"I":147,"V":["40.7916666666667"]},{"I":322,"V":["0.2668"]}]}}}
[2025-08-23 01:55:12.714] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":698,"TS":"2025-08-22T21:25:10.625","TID":1,"PID":2,"M":91,"S":59,"PLID":468657,"PLUUID":"aaaskdins76bd0368sbpt7wq2","PN":"C. Lukeba","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":15.3,"Y":93,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":5,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["5.8"]},{"I":141,"V":["59.7"]},{"I":212,"V":["24.74371"]},{"I":213,"V":["4.297451"]},{"I":318,"V":["0.00000051"]}]}}}
[2025-08-23 01:55:17.459] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":699,"TS":"2025-08-22T21:25:12.528","TID":1,"PID":2,"M":92,"S":1,"PLID":46506,"PLUUID":"3tb27261f8mpzpq3prpv8ng0l","PN":"P. Gul\u00e1csi","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":7.6,"Y":55.2,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["15.7"]},{"I":141,"V":["86.8"]},{"I":212,"V":["23.10994"]},{"I":213,"V":["1.193914"]},{"I":318,"V":["0.00000076"]}]}}}
[2025-08-23 01:55:20.435] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":700,"TS":"2025-08-22T21:25:17.104","TID":1,"PID":2,"M":92,"S":5,"PLID":468657,"PLUUID":"aaaskdins76bd0368sbpt7wq2","PN":"C. Lukeba","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":18.1,"Y":85.8,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["7.9"]},{"I":141,"V":["60.1"]},{"I":212,"V":["20.4967"]},{"I":213,"V":["4.162581"]},{"I":318,"V":["0.0000005"]}]}}}
[2025-08-23 01:55:23.040] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":701,"TS":"2025-08-22T21:25:20.81","TID":1,"PID":2,"M":92,"S":8,"PLID":46506,"PLUUID":"3tb27261f8mpzpq3prpv8ng0l","PN":"P. Gul\u00e1csi","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":8.8,"Y":54.9,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["15.0"]},{"I":141,"V":["26.2"]},{"I":212,"V":["20.57315"]},{"I":213,"V":["5.034355"]},{"I":318,"V":["0.00000087"]}]}}}
[2025-08-23 01:55:25.447] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":702,"TS":"2025-08-22T21:25:22.689","TID":1,"PID":2,"M":92,"S":11,"PLID":101601,"PLUUID":"eapihgte8ydc4g6hzygsx2e39","PN":"W. Orb\u00e1n","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":15.8,"Y":24.6,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["21.9"]},{"I":141,"V":["7.0"]},{"I":212,"V":["13.57413"]},{"I":213,"V":["5.203781"]},{"I":318,"V":["0.00000126"]}]}}}
[2025-08-23 01:55:31.058] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":703,"TS":"2025-08-22T21:25:25.153","TID":1,"PID":2,"M":92,"S":13,"PLID":428786,"PLUUID":"23l48u4w5nj4036whjm3s49gp","PN":"R. Baku","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":22.3,"Y":9.1,"STAT":{"CPID":2,"SC":"6:0","PSTAT":[{"PID":1,"SC":"3:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.9"]},{"I":141,"V":["28.0"]},{"I":212,"V":["18.4447"]},{"I":213,"V":["0.7709064"]},{"I":318,"V":["0.00001024"]}]}}}
