[2025-08-16 18:03:14.487] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-16 18:03:15.262] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-16 18:03:16.030] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"102dto55773ex3p58gp94ql90"}}
[2025-08-16 18:46:55.455] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":768,"TS":"2025-08-16T14:16:55.534","TID":44,"PID":2,"M":89,"S":39,"PLID":78916,"PLUUID":"6f1ljb0an6d0g4nbap6xgxsyd","PN":"D. Burn","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":31,"Y":70,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 18:46:56.068] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":614,"TS":"2025-08-16T14:16:51.678","TID":1,"PID":2,"M":89,"S":35,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":12.6,"Y":14.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":5,"V":["NULL"]},{"I":157,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["69.9"]},{"I":141,"V":["29.8"]},{"I":212,"V":["61.06955"]},{"I":213,"V":["0.1723283"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.0001756"]}]}}}
[2025-08-16 18:46:56.443] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":615,"TS":"2025-08-16T14:16:56.262","TID":44,"PID":2,"M":89,"S":39,"PLID":178301,"PLUUID":"5m0j33eoa5c8pqlr0tdf7undh","PN":"O. Watkins","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":68.9,"Y":30,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 18:46:58.356] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":769,"TS":"2025-08-16T14:16:55.647","TID":1,"PID":2,"M":89,"S":39,"PLID":78916,"PLUUID":"6f1ljb0an6d0g4nbap6xgxsyd","PN":"D. Burn","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":31,"Y":70,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["52.4"]},{"I":141,"V":["78.2"]},{"I":212,"V":["23.15152"]},{"I":213,"V":["0.2432396"]},{"I":318,"V":["0.00010968"]}]}}}
[2025-08-16 18:46:58.724] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":770,"TS":"2025-08-16T14:16:58.585","TID":61,"PID":2,"M":89,"S":42,"PLID":538207,"PLUUID":"bf7ph89zhr5y6rtct5k9bvqc4","PN":"W. Osula","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":52.8,"Y":81.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]}]}}}
[2025-08-16 18:46:59.747] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":771,"TS":"2025-08-16T14:16:59.951","TID":49,"PID":2,"M":89,"S":43,"PLID":232826,"PLUUID":"8mjj0wgufggpc1ai2dk21h90p","PN":"A. Gordon","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":52,"Y":91.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-16 18:47:01.738] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":772,"TS":"2025-08-16T14:17:00.399","TID":1,"PID":2,"M":89,"S":44,"PLID":232826,"PLUUID":"8mjj0wgufggpc1ai2dk21h90p","PN":"A. Gordon","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":54.4,"Y":92.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["72.7"]},{"I":141,"V":["101.8"]},{"I":212,"V":["20.18682"]},{"I":213,"V":["0.3115524"]}]}}}
[2025-08-16 18:47:01.947] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":773,"TS":"2025-08-16T14:17:01.964","TID":5,"PID":2,"M":89,"S":45,"PLID":232826,"PLUUID":"8mjj0wgufggpc1ai2dk21h90p","PN":"A. Gordon","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":72.7,"Y":101.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 18:47:28.708] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":774,"TS":"2025-08-16T14:17:28.913","TID":70,"PID":2,"M":90,"S":12,"PLID":0,"TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":50,"Y":50,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":277,"V":["6"]}]}}}
[2025-08-16 18:47:36.949] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":616,"TS":"2025-08-16T14:17:02.167","TID":5,"PID":2,"M":89,"S":45,"PLID":226944,"PLUUID":"blth4klpu88kgh73abpjlgusp","PN":"B. Kamara","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":28.4,"Y":-1.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 18:47:40.943] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":617,"TS":"2025-08-16T14:17:37.141","TID":1,"PID":2,"M":90,"S":20,"PLID":199796,"PLUUID":"1e9txzr9hqz94xtun6byo0vs9","PN":"M. Cash","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":31.3,"Y":-1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["55.8"]},{"I":141,"V":["32.2"]},{"I":212,"V":["34.22647"]},{"I":213,"V":["0.720295"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00001944"]}]}}}
[2025-08-16 18:47:41.972] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":618,"TS":"2025-08-16T14:17:41.21","TID":1,"PID":2,"M":90,"S":24,"PLID":166989,"PLUUID":"eo4uva2gnx08xdazfaqzyz2dx","PN":"Y. Tielemans","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":55.7,"Y":32.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["68.4"]},{"I":141,"V":["42.4"]},{"I":212,"V":["15.03098"]},{"I":213,"V":["0.4796256"]}]}}}
[2025-08-16 18:47:41.973] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":775,"TS":"2025-08-16T14:17:41.918","TID":8,"PID":2,"M":90,"S":25,"PLID":119471,"PLUUID":"dxxc4dioaioidmvamkzqr4b85","PN":"F. Sch\u00e4r","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":31.4,"Y":60.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-16 18:47:45.412] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":776,"TS":"2025-08-16T14:17:42.974","TID":1,"PID":2,"M":90,"S":26,"PLID":114243,"PLUUID":"37d7oej48pb143o5eilue1hhx","PN":"J. Murphy","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":44.4,"Y":51.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["42.8"]},{"I":141,"V":["60.5"]},{"I":212,"V":["6.149915"]},{"I":213,"V":["1.847488"]},{"I":318,"V":["0.00003108"]}]}}}
[2025-08-16 18:47:45.585] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":619,"TS":"2025-08-16T14:17:44.69","TID":7,"PID":2,"M":90,"S":27,"PLID":101188,"PLUUID":"e8gz0tmmdh1ql8qrn1ncrvnpx","PN":"L. Digne","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":58.9,"Y":33.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 18:47:45.650] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":777,"TS":"2025-08-16T14:17:45.549","TID":3,"PID":2,"M":90,"S":29,"PLID":547719,"PLUUID":"552xyc766gp97a5zu8tcx4xzo","PN":"L. Miley","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":40.7,"Y":64.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 18:47:46.786] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":620,"TS":"2025-08-16T14:17:45.692","TID":1,"PID":2,"M":90,"S":29,"PLID":244850,"PLUUID":"2eayhzdix8knmn810sbngsdt5","PN":"M. Rogers","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":62,"Y":33.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["89.7"]},{"I":141,"V":["27.9"]},{"I":212,"V":["29.31588"]},{"I":213,"V":["6.157599"]}]}}}
[2025-08-16 18:47:48.845] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":778,"TS":"2025-08-16T14:17:49.22","TID":52,"PID":2,"M":90,"S":32,"PLID":98747,"PLUUID":"9s9i1a7hdq5bud8ma2dqi295h","PN":"N. Pope","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":11.1,"Y":70.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-16 18:47:52.631] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":621,"TS":"2025-08-16T14:17:52.750","TID":61,"PID":2,"M":90,"S":36,"PLID":204646,"PLUUID":"7q96z3aaee5jyccb8pjthi8kp","PN":"D. Malen","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":63.8,"Y":16.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-16 18:47:53.441] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":779,"TS":"2025-08-16T14:17:49.135","TID":1,"PID":2,"M":90,"S":32,"PLID":98747,"PLUUID":"9s9i1a7hdq5bud8ma2dqi295h","PN":"N. Pope","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":11.1,"Y":70.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":123,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["31.4"]},{"I":141,"V":["75.5"]},{"I":212,"V":["21.59528"]},{"I":213,"V":["0.161289"]},{"I":318,"V":["0.00000396"]}]}}}
[2025-08-16 18:47:59.336] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":780,"TS":"2025-08-16T14:17:53.663","TID":1,"PID":2,"M":90,"S":37,"PLID":208706,"PLUUID":"72m84nwa6dshu3ibmy13dz5rd","PN":"Bruno Guimar\u00e3es","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":44.2,"Y":77.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["61.4"]},{"I":141,"V":["95.1"]},{"I":212,"V":["21.74098"]},{"I":213,"V":["0.590452"]},{"I":318,"V":["0.00010161"]}]}}}
[2025-08-16 18:48:01.525] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":622,"TS":"2025-08-16T14:18:01.653","TID":45,"PID":2,"M":90,"S":45,"PLID":449871,"PLUUID":"do3duah478rhz9cg2icde4h9m","PN":"A. Onana","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":28.3,"Y":30.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 18:48:02.787] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":781,"TS":"2025-08-16T14:17:59.566","TID":3,"PID":2,"M":90,"S":43,"PLID":232826,"PLUUID":"8mjj0wgufggpc1ai2dk21h90p","PN":"A. Gordon","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":64.1,"Y":80.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 18:48:02.986] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":782,"TS":"2025-08-16T14:18:02.510","TID":39,"PID":2,"M":90,"S":46,"PLID":232826,"PLUUID":"8mjj0wgufggpc1ai2dk21h90p","PN":"A. Gordon","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":71.9,"Y":62.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":249,"V":["NULL"]}]}}}
[2025-08-16 18:48:04.172] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":782,"TS":"2025-08-16T14:18:02.510","TID":15,"PID":2,"M":90,"S":46,"PLID":232826,"PLUUID":"8mjj0wgufggpc1ai2dk21h90p","PN":"A. Gordon","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":71.9,"Y":62.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0354"]},{"I":324,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-16 18:48:04.374] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":623,"TS":"2025-08-16T14:18:04.494","TID":63,"PID":2,"M":90,"S":48,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":2.8,"Y":50.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":173,"V":["NULL"]},{"I":178,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-16 18:48:05.971] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":623,"TS":"2025-08-16T14:18:04.494","TID":10,"PID":2,"M":90,"S":48,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":2.8,"Y":50.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":177,"V":["NULL"]},{"I":179,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-16 18:48:06.165] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":624,"TS":"2025-08-16T14:18:04.504","TID":52,"PID":2,"M":90,"S":48,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":2.8,"Y":50.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-16 18:48:09.984] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":782,"TS":"2025-08-16T14:18:02.510","TID":15,"PID":2,"M":90,"S":46,"PLID":232826,"PLUUID":"8mjj0wgufggpc1ai2dk21h90p","PN":"A. Gordon","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":71.9,"Y":62.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["780"]},{"I":368,"V":["4inqrcf4z84b0t8lx9191343l"]},{"I":102,"V":["47.6699770817418"]},{"I":103,"V":["6.32911392405063"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0354"]},{"I":324,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":146,"V":["96.5480769230769"]},{"I":147,"V":["51.0833333333333"]},{"I":322,"V":["0.1161"]}]}}}
[2025-08-16 18:48:10.227] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":782,"TS":"2025-08-16T14:18:02.510","TID":15,"PID":2,"M":90,"S":46,"PLID":232826,"PLUUID":"8mjj0wgufggpc1ai2dk21h90p","PN":"A. Gordon","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":71.9,"Y":62.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":233,"V":["623"]},{"I":372,"V":["al63fi9ju7romtm6syss5839t"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["780"]},{"I":368,"V":["4inqrcf4z84b0t8lx9191343l"]},{"I":102,"V":["47.6699770817418"]},{"I":103,"V":["6.32911392405063"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0354"]},{"I":324,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":146,"V":["96.5480769230769"]},{"I":147,"V":["51.0833333333333"]},{"I":322,"V":["0.1161"]}]}}}
[2025-08-16 18:48:10.574] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":623,"TS":"2025-08-16T14:18:02.610","TID":10,"PID":2,"M":90,"S":46,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":2.8,"Y":50.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":177,"V":["NULL"]},{"I":179,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":233,"V":["782"]},{"I":372,"V":["5ox2tnpronvdm7rz86dkr7247"]},{"I":56,"V":["Back"]}]}}}
[2025-08-16 18:48:27.304] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":625,"TS":"2025-08-16T14:18:22.214","TID":1,"PID":2,"M":91,"S":5,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":10.1,"Y":52.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":199,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["64.1"]},{"I":141,"V":["24.1"]},{"I":212,"V":["59.83315"]},{"I":213,"V":["5.958137"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.0003411"]}]}}}
[2025-08-16 18:48:27.690] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":626,"TS":"2025-08-16T14:18:27.565","TID":3,"PID":2,"M":91,"S":11,"PLID":204646,"PLUUID":"7q96z3aaee5jyccb8pjthi8kp","PN":"D. Malen","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":59,"Y":18.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 18:48:29.917] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":783,"TS":"2025-08-16T14:18:28.542","TID":7,"PID":2,"M":91,"S":12,"PLID":432422,"PLUUID":"9sxg58hszjq17avxgumftdu22","PN":"S. Tonali","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":37.4,"Y":89.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":167,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 18:48:32.933] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":784,"TS":"2025-08-16T14:18:30.95","TID":5,"PID":2,"M":91,"S":13,"PLID":432422,"PLUUID":"9sxg58hszjq17avxgumftdu22","PN":"S. Tonali","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":40.1,"Y":101.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 18:48:42.742] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":627,"TS":"2025-08-16T14:18:28.710","TID":5,"PID":2,"M":91,"S":12,"PLID":204646,"PLUUID":"7q96z3aaee5jyccb8pjthi8kp","PN":"D. Malen","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":60.2,"Y":-0.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 18:48:46.345] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":782,"TS":"2025-08-16T14:18:02.510","TID":15,"PID":2,"M":90,"S":46,"PLID":232826,"PLUUID":"8mjj0wgufggpc1ai2dk21h90p","PN":"A. Gordon","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":68.5,"Y":51.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":233,"V":["623"]},{"I":372,"V":["al63fi9ju7romtm6syss5839t"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["780"]},{"I":368,"V":["4inqrcf4z84b0t8lx9191343l"]},{"I":102,"V":["47.2880061115355"]},{"I":103,"V":["5.69620253164557"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0325"]},{"I":324,"V":["NULL"]},{"I":327,"V":["3"]},{"I":326,"V":["2"]},{"I":146,"V":["96.5480769230769"]},{"I":147,"V":["51.0833333333333"]},{"I":322,"V":["0.138"]}]}}}
[2025-08-16 18:48:49.247] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":628,"TS":"2025-08-16T14:18:42.901","TID":1,"PID":2,"M":91,"S":26,"PLID":199796,"PLUUID":"1e9txzr9hqz94xtun6byo0vs9","PN":"M. Cash","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":60.4,"Y":-0.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["86.4"]},{"I":141,"V":["26.2"]},{"I":212,"V":["32.86164"]},{"I":213,"V":["0.590332"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00070988"]}]}}}
